symbol,index,date
TRV,DIA,11/2/2009
UTX,DIA,11/2/2009
VZ,DIA,11/2/2009
WMT,DIA,11/2/2009
XOM,DIA,11/2/2009
AA,DIA,12/1/2009
AXP,DIA,12/1/2009
BA,DIA,12/1/2009
BAC,DIA,12/1/2009
CAT,DIA,12/1/2009
CSCO,DIA,12/1/2009
CVX,DIA,12/1/2009
DD,DIA,12/1/2009
DIS,DIA,12/1/2009
GE,DIA,12/1/2009
HD,DIA,12/1/2009
HPQ,DIA,12/1/2009
IBM,DIA,12/1/2009
INTC,DIA,12/1/2009
JNJ,DIA,12/1/2009
JPM,DIA,12/1/2009
KO,DIA,12/1/2009
MCD,DIA,12/1/2009
MDLZ,DIA,12/1/2009
MMM,DIA,12/1/2009
MRK,DIA,12/1/2009
MSFT,DIA,12/1/2009
PFE,DIA,12/1/2009
PG,DIA,12/1/2009
T,DIA,12/1/2009
TRV,DIA,12/1/2009
UTX,DIA,12/1/2009
VZ,DIA,12/1/2009
WMT,DIA,12/1/2009
XOM,DIA,12/1/2009
AA,DIA,1/4/2010
AXP,DIA,1/4/2010
BA,DIA,1/4/2010
BAC,DIA,1/4/2010
CAT,DIA,1/4/2010
CSCO,DIA,1/4/2010
CVX,DIA,1/4/2010
DD,DIA,1/4/2010
DIS,DIA,1/4/2010
GE,DIA,1/4/2010
HD,DIA,1/4/2010
HPQ,DIA,1/4/2010
IBM,DIA,1/4/2010
INTC,DIA,1/4/2010
JNJ,DIA,1/4/2010
JPM,DIA,1/4/2010
KO,DIA,1/4/2010
MCD,DIA,1/4/2010
MDLZ,DIA,1/4/2010
MMM,DIA,1/4/2010
MRK,DIA,1/4/2010
MSFT,DIA,1/4/2010
PFE,DIA,1/4/2010
PG,DIA,1/4/2010
T,DIA,1/4/2010
TRV,DIA,1/4/2010
UTX,DIA,1/4/2010
VZ,DIA,1/4/2010
WMT,DIA,1/4/2010
XOM,DIA,1/4/2010
AA,DIA,2/1/2010
AXP,DIA,2/1/2010
BA,DIA,2/1/2010
BAC,DIA,2/1/2010
CAT,DIA,2/1/2010
CSCO,DIA,2/1/2010
CVX,DIA,2/1/2010
DD,DIA,2/1/2010
DIS,DIA,2/1/2010
GE,DIA,2/1/2010
HD,DIA,2/1/2010
HPQ,DIA,2/1/2010
IBM,DIA,2/1/2010
INTC,DIA,2/1/2010
JNJ,DIA,2/1/2010
JPM,DIA,2/1/2010
KO,DIA,2/1/2010
MCD,DIA,2/1/2010
MDLZ,DIA,2/1/2010
MMM,DIA,2/1/2010
MRK,DIA,2/1/2010
MSFT,DIA,2/1/2010
PFE,DIA,2/1/2010
PG,DIA,2/1/2010
T,DIA,2/1/2010
TRV,DIA,2/1/2010
UTX,DIA,2/1/2010
VZ,DIA,2/1/2010
WMT,DIA,2/1/2010
XOM,DIA,2/1/2010
AA,DIA,3/1/2010
AXP,DIA,3/1/2010
BA,DIA,3/1/2010
BAC,DIA,3/1/2010
CAT,DIA,3/1/2010
CSCO,DIA,3/1/2010
CVX,DIA,3/1/2010
DD,DIA,3/1/2010
DIS,DIA,3/1/2010
GE,DIA,3/1/2010
HD,DIA,3/1/2010
HPQ,DIA,3/1/2010
IBM,DIA,3/1/2010
INTC,DIA,3/1/2010
JNJ,DIA,3/1/2010
JPM,DIA,3/1/2010
KO,DIA,3/1/2010
MCD,DIA,3/1/2010
MDLZ,DIA,3/1/2010
MMM,DIA,3/1/2010
MRK,DIA,3/1/2010
MSFT,DIA,3/1/2010
PFE,DIA,3/1/2010
PG,DIA,3/1/2010
T,DIA,3/1/2010
TRV,DIA,3/1/2010
UTX,DIA,3/1/2010
VZ,DIA,3/1/2010
WMT,DIA,3/1/2010
XOM,DIA,3/1/2010
AA,DIA,4/1/2010
AXP,DIA,4/1/2010
BA,DIA,4/1/2010
BAC,DIA,4/1/2010
CAT,DIA,4/1/2010
CSCO,DIA,4/1/2010
CVX,DIA,4/1/2010
DD,DIA,4/1/2010
DIS,DIA,4/1/2010
GE,DIA,4/1/2010
HD,DIA,4/1/2010
HPQ,DIA,4/1/2010
IBM,DIA,4/1/2010
INTC,DIA,4/1/2010
JNJ,DIA,4/1/2010
JPM,DIA,4/1/2010
KO,DIA,4/1/2010
MCD,DIA,4/1/2010
MDLZ,DIA,4/1/2010
MMM,DIA,4/1/2010
MRK,DIA,4/1/2010
MSFT,DIA,4/1/2010
PFE,DIA,4/1/2010
PG,DIA,4/1/2010
T,DIA,4/1/2010
TRV,DIA,4/1/2010
UTX,DIA,4/1/2010
VZ,DIA,4/1/2010
WMT,DIA,4/1/2010
XOM,DIA,4/1/2010
AA,DIA,5/3/2010
AXP,DIA,5/3/2010
BA,DIA,5/3/2010
BAC,DIA,5/3/2010
CAT,DIA,5/3/2010
CSCO,DIA,5/3/2010
CVX,DIA,5/3/2010
DD,DIA,5/3/2010
DIS,DIA,5/3/2010
GE,DIA,5/3/2010
HD,DIA,5/3/2010
HPQ,DIA,5/3/2010
IBM,DIA,5/3/2010
INTC,DIA,5/3/2010
JNJ,DIA,5/3/2010
JPM,DIA,5/3/2010
KO,DIA,5/3/2010
MCD,DIA,5/3/2010
MDLZ,DIA,5/3/2010
MMM,DIA,5/3/2010
MRK,DIA,5/3/2010
MSFT,DIA,5/3/2010
PFE,DIA,5/3/2010
PG,DIA,5/3/2010
T,DIA,5/3/2010
TRV,DIA,5/3/2010
UTX,DIA,5/3/2010
VZ,DIA,5/3/2010
WMT,DIA,5/3/2010
XOM,DIA,5/3/2010
AA,DIA,6/1/2010
AXP,DIA,6/1/2010
BA,DIA,6/1/2010
BAC,DIA,6/1/2010
CAT,DIA,6/1/2010
CSCO,DIA,6/1/2010
CVX,DIA,6/1/2010
DD,DIA,6/1/2010
DIS,DIA,6/1/2010
GE,DIA,6/1/2010
HD,DIA,6/1/2010
HPQ,DIA,6/1/2010
IBM,DIA,6/1/2010
INTC,DIA,6/1/2010
JNJ,DIA,6/1/2010
JPM,DIA,6/1/2010
KO,DIA,6/1/2010
MCD,DIA,6/1/2010
MDLZ,DIA,6/1/2010
MMM,DIA,6/1/2010
MRK,DIA,6/1/2010
MSFT,DIA,6/1/2010
PFE,DIA,6/1/2010
PG,DIA,6/1/2010
T,DIA,6/1/2010
TRV,DIA,6/1/2010
UTX,DIA,6/1/2010
VZ,DIA,6/1/2010
WMT,DIA,6/1/2010
XOM,DIA,6/1/2010
AA,DIA,7/1/2010
AXP,DIA,7/1/2010
BA,DIA,7/1/2010
BAC,DIA,7/1/2010
CAT,DIA,7/1/2010
CSCO,DIA,7/1/2010
CVX,DIA,7/1/2010
DD,DIA,7/1/2010
DIS,DIA,7/1/2010
GE,DIA,7/1/2010
HD,DIA,7/1/2010
HPQ,DIA,7/1/2010
IBM,DIA,7/1/2010
INTC,DIA,7/1/2010
JNJ,DIA,7/1/2010
JPM,DIA,7/1/2010
KO,DIA,7/1/2010
MCD,DIA,7/1/2010
MDLZ,DIA,7/1/2010
MMM,DIA,7/1/2010
MRK,DIA,7/1/2010
MSFT,DIA,7/1/2010
PFE,DIA,7/1/2010
PG,DIA,7/1/2010
T,DIA,7/1/2010
TRV,DIA,7/1/2010
UTX,DIA,7/1/2010
VZ,DIA,7/1/2010
WMT,DIA,7/1/2010
XOM,DIA,7/1/2010
AA,DIA,8/2/2010
AXP,DIA,8/2/2010
BA,DIA,8/2/2010
BAC,DIA,8/2/2010
CAT,DIA,8/2/2010
CSCO,DIA,8/2/2010
CVX,DIA,8/2/2010
DD,DIA,8/2/2010
DIS,DIA,8/2/2010
GE,DIA,8/2/2010
HD,DIA,8/2/2010
HPQ,DIA,8/2/2010
IBM,DIA,8/2/2010
INTC,DIA,8/2/2010
JNJ,DIA,8/2/2010
JPM,DIA,8/2/2010
KO,DIA,8/2/2010
MCD,DIA,8/2/2010
MDLZ,DIA,8/2/2010
MMM,DIA,8/2/2010
MRK,DIA,8/2/2010
MSFT,DIA,8/2/2010
PFE,DIA,8/2/2010
PG,DIA,8/2/2010
T,DIA,8/2/2010
TRV,DIA,8/2/2010
UTX,DIA,8/2/2010
VZ,DIA,8/2/2010
WMT,DIA,8/2/2010
XOM,DIA,8/2/2010
AA,DIA,9/1/2010
AXP,DIA,9/1/2010
BA,DIA,9/1/2010
BAC,DIA,9/1/2010
CAT,DIA,9/1/2010
CSCO,DIA,9/1/2010
CVX,DIA,9/1/2010
DD,DIA,9/1/2010
DIS,DIA,9/1/2010
GE,DIA,9/1/2010
HD,DIA,9/1/2010
HPQ,DIA,9/1/2010
IBM,DIA,9/1/2010
INTC,DIA,9/1/2010
JNJ,DIA,9/1/2010
JPM,DIA,9/1/2010
KO,DIA,9/1/2010
MCD,DIA,9/1/2010
MDLZ,DIA,9/1/2010
MMM,DIA,9/1/2010
MRK,DIA,9/1/2010
MSFT,DIA,9/1/2010
PFE,DIA,9/1/2010
PG,DIA,9/1/2010
T,DIA,9/1/2010
TRV,DIA,9/1/2010
UTX,DIA,9/1/2010
VZ,DIA,9/1/2010
WMT,DIA,9/1/2010
XOM,DIA,9/1/2010
AA,DIA,10/1/2010
AXP,DIA,10/1/2010
BA,DIA,10/1/2010
BAC,DIA,10/1/2010
CAT,DIA,10/1/2010
CSCO,DIA,10/1/2010
CVX,DIA,10/1/2010
DD,DIA,10/1/2010
DIS,DIA,10/1/2010
GE,DIA,10/1/2010
HD,DIA,10/1/2010
HPQ,DIA,10/1/2010
IBM,DIA,10/1/2010
INTC,DIA,10/1/2010
JNJ,DIA,10/1/2010
JPM,DIA,10/1/2010
KO,DIA,10/1/2010
MCD,DIA,10/1/2010
MDLZ,DIA,10/1/2010
MMM,DIA,10/1/2010
MRK,DIA,10/1/2010
MSFT,DIA,10/1/2010
PFE,DIA,10/1/2010
PG,DIA,10/1/2010
T,DIA,10/1/2010
TRV,DIA,10/1/2010
UTX,DIA,10/1/2010
VZ,DIA,10/1/2010
WMT,DIA,10/1/2010
XOM,DIA,10/1/2010
AA,DIA,11/1/2010
AXP,DIA,11/1/2010
BA,DIA,11/1/2010
BAC,DIA,11/1/2010
CAT,DIA,11/1/2010
CSCO,DIA,11/1/2010
CVX,DIA,11/1/2010
DD,DIA,11/1/2010
DIS,DIA,11/1/2010
GE,DIA,11/1/2010
HD,DIA,11/1/2010
HPQ,DIA,11/1/2010
IBM,DIA,11/1/2010
INTC,DIA,11/1/2010
JNJ,DIA,11/1/2010
JPM,DIA,11/1/2010
KO,DIA,11/1/2010
MCD,DIA,11/1/2010
MDLZ,DIA,11/1/2010
MMM,DIA,11/1/2010
MRK,DIA,11/1/2010
MSFT,DIA,11/1/2010
PFE,DIA,11/1/2010
PG,DIA,11/1/2010
T,DIA,11/1/2010
TRV,DIA,11/1/2010
UTX,DIA,11/1/2010
VZ,DIA,11/1/2010
WMT,DIA,11/1/2010
XOM,DIA,11/1/2010
AA,DIA,12/1/2010
AXP,DIA,12/1/2010
BA,DIA,12/1/2010
BAC,DIA,12/1/2010
CAT,DIA,12/1/2010
CSCO,DIA,12/1/2010
CVX,DIA,12/1/2010
DD,DIA,12/1/2010
DIS,DIA,12/1/2010
GE,DIA,12/1/2010
HD,DIA,12/1/2010
HPQ,DIA,12/1/2010
IBM,DIA,12/1/2010
INTC,DIA,12/1/2010
JNJ,DIA,12/1/2010
JPM,DIA,12/1/2010
KO,DIA,12/1/2010
MCD,DIA,12/1/2010
MDLZ,DIA,12/1/2010
MMM,DIA,12/1/2010
MRK,DIA,12/1/2010
MSFT,DIA,12/1/2010
PFE,DIA,12/1/2010
PG,DIA,12/1/2010
T,DIA,12/1/2010
TRV,DIA,12/1/2010
UTX,DIA,12/1/2010
VZ,DIA,12/1/2010
WMT,DIA,12/1/2010
XOM,DIA,12/1/2010
AA,DIA,1/3/2011
AXP,DIA,1/3/2011
BA,DIA,1/3/2011
BAC,DIA,1/3/2011
CAT,DIA,1/3/2011
CSCO,DIA,1/3/2011
CVX,DIA,1/3/2011
DD,DIA,1/3/2011
DIS,DIA,1/3/2011
GE,DIA,1/3/2011
HD,DIA,1/3/2011
HPQ,DIA,1/3/2011
IBM,DIA,1/3/2011
INTC,DIA,1/3/2011
JNJ,DIA,1/3/2011
JPM,DIA,1/3/2011
KO,DIA,1/3/2011
MCD,DIA,1/3/2011
MDLZ,DIA,1/3/2011
MMM,DIA,1/3/2011
MRK,DIA,1/3/2011
MSFT,DIA,1/3/2011
PFE,DIA,1/3/2011
PG,DIA,1/3/2011
T,DIA,1/3/2011
TRV,DIA,1/3/2011
UTX,DIA,1/3/2011
VZ,DIA,1/3/2011
WMT,DIA,1/3/2011
XOM,DIA,1/3/2011
AA,DIA,2/1/2011
AXP,DIA,2/1/2011
BA,DIA,2/1/2011
BAC,DIA,2/1/2011
CAT,DIA,2/1/2011
CSCO,DIA,2/1/2011
CVX,DIA,2/1/2011
DD,DIA,2/1/2011
DIS,DIA,2/1/2011
GE,DIA,2/1/2011
HD,DIA,2/1/2011
HPQ,DIA,2/1/2011
IBM,DIA,2/1/2011
INTC,DIA,2/1/2011
JNJ,DIA,2/1/2011
JPM,DIA,2/1/2011
KO,DIA,2/1/2011
MCD,DIA,2/1/2011
MDLZ,DIA,2/1/2011
MMM,DIA,2/1/2011
MRK,DIA,2/1/2011
MSFT,DIA,2/1/2011
PFE,DIA,2/1/2011
PG,DIA,2/1/2011
T,DIA,2/1/2011
TRV,DIA,2/1/2011
UTX,DIA,2/1/2011
VZ,DIA,2/1/2011
WMT,DIA,2/1/2011
XOM,DIA,2/1/2011
AA,DIA,3/1/2011
AXP,DIA,3/1/2011
BA,DIA,3/1/2011
BAC,DIA,3/1/2011
CAT,DIA,3/1/2011
CSCO,DIA,3/1/2011
CVX,DIA,3/1/2011
DD,DIA,3/1/2011
DIS,DIA,3/1/2011
GE,DIA,3/1/2011
HD,DIA,3/1/2011
HPQ,DIA,3/1/2011
IBM,DIA,3/1/2011
INTC,DIA,3/1/2011
JNJ,DIA,3/1/2011
JPM,DIA,3/1/2011
KO,DIA,3/1/2011
MCD,DIA,3/1/2011
MDLZ,DIA,3/1/2011
MMM,DIA,3/1/2011
MRK,DIA,3/1/2011
MSFT,DIA,3/1/2011
PFE,DIA,3/1/2011
PG,DIA,3/1/2011
T,DIA,3/1/2011
TRV,DIA,3/1/2011
UTX,DIA,3/1/2011
VZ,DIA,3/1/2011
WMT,DIA,3/1/2011
XOM,DIA,3/1/2011
AA,DIA,4/1/2011
AXP,DIA,4/1/2011
BA,DIA,4/1/2011
BAC,DIA,4/1/2011
CAT,DIA,4/1/2011
CSCO,DIA,4/1/2011
CVX,DIA,4/1/2011
DD,DIA,4/1/2011
DIS,DIA,4/1/2011
GE,DIA,4/1/2011
HD,DIA,4/1/2011
HPQ,DIA,4/1/2011
IBM,DIA,4/1/2011
INTC,DIA,4/1/2011
JNJ,DIA,4/1/2011
JPM,DIA,4/1/2011
KO,DIA,4/1/2011
MCD,DIA,4/1/2011
MDLZ,DIA,4/1/2011
MMM,DIA,4/1/2011
MRK,DIA,4/1/2011
MSFT,DIA,4/1/2011
PFE,DIA,4/1/2011
PG,DIA,4/1/2011
T,DIA,4/1/2011
TRV,DIA,4/1/2011
UTX,DIA,4/1/2011
VZ,DIA,4/1/2011
WMT,DIA,4/1/2011
XOM,DIA,4/1/2011
AA,DIA,5/2/2011
AXP,DIA,5/2/2011
BA,DIA,5/2/2011
BAC,DIA,5/2/2011
CAT,DIA,5/2/2011
CSCO,DIA,5/2/2011
CVX,DIA,5/2/2011
DD,DIA,5/2/2011
DIS,DIA,5/2/2011
GE,DIA,5/2/2011
HD,DIA,5/2/2011
HPQ,DIA,5/2/2011
IBM,DIA,5/2/2011
INTC,DIA,5/2/2011
JNJ,DIA,5/2/2011
JPM,DIA,5/2/2011
KO,DIA,5/2/2011
MCD,DIA,5/2/2011
MDLZ,DIA,5/2/2011
MMM,DIA,5/2/2011
MRK,DIA,5/2/2011
MSFT,DIA,5/2/2011
PFE,DIA,5/2/2011
PG,DIA,5/2/2011
T,DIA,5/2/2011
TRV,DIA,5/2/2011
UTX,DIA,5/2/2011
VZ,DIA,5/2/2011
WMT,DIA,5/2/2011
XOM,DIA,5/2/2011
AA,DIA,6/1/2011
AXP,DIA,6/1/2011
BA,DIA,6/1/2011
BAC,DIA,6/1/2011
CAT,DIA,6/1/2011
CSCO,DIA,6/1/2011
CVX,DIA,6/1/2011
DD,DIA,6/1/2011
DIS,DIA,6/1/2011
GE,DIA,6/1/2011
HD,DIA,6/1/2011
HPQ,DIA,6/1/2011
IBM,DIA,6/1/2011
INTC,DIA,6/1/2011
JNJ,DIA,6/1/2011
JPM,DIA,6/1/2011
KO,DIA,6/1/2011
MCD,DIA,6/1/2011
MDLZ,DIA,6/1/2011
MMM,DIA,6/1/2011
MRK,DIA,6/1/2011
MSFT,DIA,6/1/2011
PFE,DIA,6/1/2011
PG,DIA,6/1/2011
T,DIA,6/1/2011
TRV,DIA,6/1/2011
UTX,DIA,6/1/2011
VZ,DIA,6/1/2011
WMT,DIA,6/1/2011
XOM,DIA,6/1/2011
AA,DIA,7/1/2011
AXP,DIA,7/1/2011
BA,DIA,7/1/2011
BAC,DIA,7/1/2011
CAT,DIA,7/1/2011
CSCO,DIA,7/1/2011
CVX,DIA,7/1/2011
DD,DIA,7/1/2011
DIS,DIA,7/1/2011
GE,DIA,7/1/2011
HD,DIA,7/1/2011
HPQ,DIA,7/1/2011
IBM,DIA,7/1/2011
INTC,DIA,7/1/2011
JNJ,DIA,7/1/2011
JPM,DIA,7/1/2011
KO,DIA,7/1/2011
MCD,DIA,7/1/2011
MDLZ,DIA,7/1/2011
MMM,DIA,7/1/2011
MRK,DIA,7/1/2011
MSFT,DIA,7/1/2011
PFE,DIA,7/1/2011
PG,DIA,7/1/2011
T,DIA,7/1/2011
TRV,DIA,7/1/2011
UTX,DIA,7/1/2011
VZ,DIA,7/1/2011
WMT,DIA,7/1/2011
XOM,DIA,7/1/2011
AA,DIA,8/1/2011
AXP,DIA,8/1/2011
BA,DIA,8/1/2011
BAC,DIA,8/1/2011
CAT,DIA,8/1/2011
CSCO,DIA,8/1/2011
CVX,DIA,8/1/2011
DD,DIA,8/1/2011
DIS,DIA,8/1/2011
GE,DIA,8/1/2011
HD,DIA,8/1/2011
HPQ,DIA,8/1/2011
IBM,DIA,8/1/2011
INTC,DIA,8/1/2011
JNJ,DIA,8/1/2011
JPM,DIA,8/1/2011
KO,DIA,8/1/2011
MCD,DIA,8/1/2011
MDLZ,DIA,8/1/2011
MMM,DIA,8/1/2011
MRK,DIA,8/1/2011
MSFT,DIA,8/1/2011
PFE,DIA,8/1/2011
PG,DIA,8/1/2011
T,DIA,8/1/2011
TRV,DIA,8/1/2011
UTX,DIA,8/1/2011
VZ,DIA,8/1/2011
WMT,DIA,8/1/2011
XOM,DIA,8/1/2011
AA,DIA,9/1/2011
AXP,DIA,9/1/2011
BA,DIA,9/1/2011
BAC,DIA,9/1/2011
CAT,DIA,9/1/2011
CSCO,DIA,9/1/2011
CVX,DIA,9/1/2011
DD,DIA,9/1/2011
DIS,DIA,9/1/2011
GE,DIA,9/1/2011
HD,DIA,9/1/2011
HPQ,DIA,9/1/2011
IBM,DIA,9/1/2011
INTC,DIA,9/1/2011
JNJ,DIA,9/1/2011
JPM,DIA,9/1/2011
KO,DIA,9/1/2011
MCD,DIA,9/1/2011
MDLZ,DIA,9/1/2011
MMM,DIA,9/1/2011
MRK,DIA,9/1/2011
MSFT,DIA,9/1/2011
PFE,DIA,9/1/2011
PG,DIA,9/1/2011
T,DIA,9/1/2011
TRV,DIA,9/1/2011
UTX,DIA,9/1/2011
VZ,DIA,9/1/2011
WMT,DIA,9/1/2011
XOM,DIA,9/1/2011
AA,DIA,10/3/2011
AXP,DIA,10/3/2011
BA,DIA,10/3/2011
BAC,DIA,10/3/2011
CAT,DIA,10/3/2011
CSCO,DIA,10/3/2011
CVX,DIA,10/3/2011
DD,DIA,10/3/2011
DIS,DIA,10/3/2011
GE,DIA,10/3/2011
HD,DIA,10/3/2011
HPQ,DIA,10/3/2011
IBM,DIA,10/3/2011
INTC,DIA,10/3/2011
JNJ,DIA,10/3/2011
JPM,DIA,10/3/2011
KO,DIA,10/3/2011
MCD,DIA,10/3/2011
MDLZ,DIA,10/3/2011
MMM,DIA,10/3/2011
MRK,DIA,10/3/2011
MSFT,DIA,10/3/2011
PFE,DIA,10/3/2011
PG,DIA,10/3/2011
T,DIA,10/3/2011
TRV,DIA,10/3/2011
UTX,DIA,10/3/2011
VZ,DIA,10/3/2011
WMT,DIA,10/3/2011
XOM,DIA,10/3/2011
AA,DIA,11/1/2011
AXP,DIA,11/1/2011
BA,DIA,11/1/2011
BAC,DIA,11/1/2011
CAT,DIA,11/1/2011
CSCO,DIA,11/1/2011
CVX,DIA,11/1/2011
DD,DIA,11/1/2011
DIS,DIA,11/1/2011
GE,DIA,11/1/2011
HD,DIA,11/1/2011
HPQ,DIA,11/1/2011
IBM,DIA,11/1/2011
INTC,DIA,11/1/2011
JNJ,DIA,11/1/2011
JPM,DIA,11/1/2011
KO,DIA,11/1/2011
MCD,DIA,11/1/2011
MDLZ,DIA,11/1/2011
MMM,DIA,11/1/2011
MRK,DIA,11/1/2011
MSFT,DIA,11/1/2011
PFE,DIA,11/1/2011
PG,DIA,11/1/2011
T,DIA,11/1/2011
TRV,DIA,11/1/2011
UTX,DIA,11/1/2011
VZ,DIA,11/1/2011
WMT,DIA,11/1/2011
XOM,DIA,11/1/2011
AA,DIA,12/1/2011
AXP,DIA,12/1/2011
BA,DIA,12/1/2011
BAC,DIA,12/1/2011
CAT,DIA,12/1/2011
CSCO,DIA,12/1/2011
CVX,DIA,12/1/2011
DD,DIA,12/1/2011
DIS,DIA,12/1/2011
GE,DIA,12/1/2011
HD,DIA,12/1/2011
HPQ,DIA,12/1/2011
IBM,DIA,12/1/2011
INTC,DIA,12/1/2011
JNJ,DIA,12/1/2011
JPM,DIA,12/1/2011
KO,DIA,12/1/2011
MCD,DIA,12/1/2011
MDLZ,DIA,12/1/2011
MMM,DIA,12/1/2011
MRK,DIA,12/1/2011
MSFT,DIA,12/1/2011
PFE,DIA,12/1/2011
PG,DIA,12/1/2011
T,DIA,12/1/2011
TRV,DIA,12/1/2011
UTX,DIA,12/1/2011
VZ,DIA,12/1/2011
WMT,DIA,12/1/2011
XOM,DIA,12/1/2011
AA,DIA,1/3/2012
AXP,DIA,1/3/2012
BA,DIA,1/3/2012
BAC,DIA,1/3/2012
CAT,DIA,1/3/2012
CSCO,DIA,1/3/2012
CVX,DIA,1/3/2012
DD,DIA,1/3/2012
DIS,DIA,1/3/2012
GE,DIA,1/3/2012
HD,DIA,1/3/2012
HPQ,DIA,1/3/2012
IBM,DIA,1/3/2012
INTC,DIA,1/3/2012
JNJ,DIA,1/3/2012
JPM,DIA,1/3/2012
KO,DIA,1/3/2012
MCD,DIA,1/3/2012
MDLZ,DIA,1/3/2012
MMM,DIA,1/3/2012
MRK,DIA,1/3/2012
MSFT,DIA,1/3/2012
PFE,DIA,1/3/2012
PG,DIA,1/3/2012
T,DIA,1/3/2012
TRV,DIA,1/3/2012
UTX,DIA,1/3/2012
VZ,DIA,1/3/2012
WMT,DIA,1/3/2012
XOM,DIA,1/3/2012
AA,DIA,2/1/2012
AXP,DIA,2/1/2012
BA,DIA,2/1/2012
BAC,DIA,2/1/2012
CAT,DIA,2/1/2012
CSCO,DIA,2/1/2012
CVX,DIA,2/1/2012
DD,DIA,2/1/2012
DIS,DIA,2/1/2012
GE,DIA,2/1/2012
HD,DIA,2/1/2012
HPQ,DIA,2/1/2012
IBM,DIA,2/1/2012
INTC,DIA,2/1/2012
JNJ,DIA,2/1/2012
JPM,DIA,2/1/2012
KO,DIA,2/1/2012
MCD,DIA,2/1/2012
MDLZ,DIA,2/1/2012
MMM,DIA,2/1/2012
MRK,DIA,2/1/2012
MSFT,DIA,2/1/2012
PFE,DIA,2/1/2012
PG,DIA,2/1/2012
T,DIA,2/1/2012
TRV,DIA,2/1/2012
UTX,DIA,2/1/2012
VZ,DIA,2/1/2012
WMT,DIA,2/1/2012
XOM,DIA,2/1/2012
AA,DIA,3/1/2012
AXP,DIA,3/1/2012
BA,DIA,3/1/2012
BAC,DIA,3/1/2012
CAT,DIA,3/1/2012
CSCO,DIA,3/1/2012
CVX,DIA,3/1/2012
DD,DIA,3/1/2012
DIS,DIA,3/1/2012
GE,DIA,3/1/2012
HD,DIA,3/1/2012
HPQ,DIA,3/1/2012
IBM,DIA,3/1/2012
INTC,DIA,3/1/2012
JNJ,DIA,3/1/2012
JPM,DIA,3/1/2012
KO,DIA,3/1/2012
MCD,DIA,3/1/2012
MDLZ,DIA,3/1/2012
MMM,DIA,3/1/2012
MRK,DIA,3/1/2012
MSFT,DIA,3/1/2012
PFE,DIA,3/1/2012
PG,DIA,3/1/2012
T,DIA,3/1/2012
TRV,DIA,3/1/2012
UTX,DIA,3/1/2012
VZ,DIA,3/1/2012
WMT,DIA,3/1/2012
XOM,DIA,3/1/2012
AA,DIA,4/2/2012
AXP,DIA,4/2/2012
BA,DIA,4/2/2012
BAC,DIA,4/2/2012
CAT,DIA,4/2/2012
CSCO,DIA,4/2/2012
CVX,DIA,4/2/2012
DD,DIA,4/2/2012
DIS,DIA,4/2/2012
GE,DIA,4/2/2012
HD,DIA,4/2/2012
HPQ,DIA,4/2/2012
IBM,DIA,4/2/2012
INTC,DIA,4/2/2012
JNJ,DIA,4/2/2012
JPM,DIA,4/2/2012
KO,DIA,4/2/2012
MCD,DIA,4/2/2012
MDLZ,DIA,4/2/2012
MMM,DIA,4/2/2012
MRK,DIA,4/2/2012
MSFT,DIA,4/2/2012
PFE,DIA,4/2/2012
PG,DIA,4/2/2012
T,DIA,4/2/2012
TRV,DIA,4/2/2012
UTX,DIA,4/2/2012
VZ,DIA,4/2/2012
WMT,DIA,4/2/2012
XOM,DIA,4/2/2012
AA,DIA,5/1/2012
AXP,DIA,5/1/2012
BA,DIA,5/1/2012
BAC,DIA,5/1/2012
CAT,DIA,5/1/2012
CSCO,DIA,5/1/2012
CVX,DIA,5/1/2012
DD,DIA,5/1/2012
DIS,DIA,5/1/2012
GE,DIA,5/1/2012
HD,DIA,5/1/2012
HPQ,DIA,5/1/2012
IBM,DIA,5/1/2012
INTC,DIA,5/1/2012
JNJ,DIA,5/1/2012
JPM,DIA,5/1/2012
KO,DIA,5/1/2012
MCD,DIA,5/1/2012
MDLZ,DIA,5/1/2012
MMM,DIA,5/1/2012
MRK,DIA,5/1/2012
MSFT,DIA,5/1/2012
PFE,DIA,5/1/2012
PG,DIA,5/1/2012
T,DIA,5/1/2012
TRV,DIA,5/1/2012
UTX,DIA,5/1/2012
VZ,DIA,5/1/2012
WMT,DIA,5/1/2012
XOM,DIA,5/1/2012
AA,DIA,6/1/2012
AXP,DIA,6/1/2012
BA,DIA,6/1/2012
BAC,DIA,6/1/2012
CAT,DIA,6/1/2012
CSCO,DIA,6/1/2012
CVX,DIA,6/1/2012
DD,DIA,6/1/2012
DIS,DIA,6/1/2012
GE,DIA,6/1/2012
HD,DIA,6/1/2012
HPQ,DIA,6/1/2012
IBM,DIA,6/1/2012
INTC,DIA,6/1/2012
JNJ,DIA,6/1/2012
JPM,DIA,6/1/2012
KO,DIA,6/1/2012
MCD,DIA,6/1/2012
MDLZ,DIA,6/1/2012
MMM,DIA,6/1/2012
MRK,DIA,6/1/2012
MSFT,DIA,6/1/2012
PFE,DIA,6/1/2012
PG,DIA,6/1/2012
T,DIA,6/1/2012
TRV,DIA,6/1/2012
UTX,DIA,6/1/2012
VZ,DIA,6/1/2012
WMT,DIA,6/1/2012
XOM,DIA,6/1/2012
AA,DIA,7/2/2012
AXP,DIA,7/2/2012
BA,DIA,7/2/2012
BAC,DIA,7/2/2012
