date,symbol,close
2012-09-24,AA,9.059989
2012-09-24,AXP,57.669998
2012-09-24,BA,70.029999
2012-09-24,BAC,9.100000
2012-09-24,CAT,90.870003
2012-09-24,CSCO,18.809999
2012-09-24,CVX,117.779999
2012-09-24,DD,51.189997
2012-09-24,DIS,52.919998
2012-09-24,GE,22.360001
2012-09-24,HD,59.389999
2012-09-24,HPQ,17.210000
2012-09-24,IBM,205.289993
2012-09-24,INTC,22.799999
2012-09-24,JNJ,69.000000
2012-09-24,JPM,41.230000
2012-09-24,KO,38.119999
2012-09-24,MCD,93.709999
2012-09-24,MMM,93.730003
2012-09-24,MRK,45.139999
2012-09-24,MSFT,30.780001
2012-09-24,PFE,24.750000
2012-09-24,PG,69.760002
2012-09-24,T,38.250000
2012-09-24,TRV,68.419998
2012-09-24,UNH,55.980000
2012-09-24,UTX,80.029999
2012-09-24,VZ,45.680000
2012-09-24,WMT,74.739998
2012-09-24,XOM,91.879997
2012-09-24,^DJI,13558.919922
2012-09-25,AA,8.839990
2012-09-25,AXP,57.130001
2012-09-25,BA,69.379997
2012-09-25,BAC,8.930000
2012-09-25,CAT,87.010002
2012-09-25,CSCO,18.670000
2012-09-25,CVX,116.930000
2012-09-25,DD,50.450000
2012-09-25,DIS,52.540001
2012-09-25,GE,22.309999
2012-09-25,HD,59.720001
2012-09-25,HPQ,16.709999
2012-09-25,IBM,204.979996
2012-09-25,INTC,22.540001
2012-09-25,JNJ,69.320000
2012-09-25,JPM,40.549999
2012-09-25,KO,37.680000
2012-09-25,MCD,92.860001
2012-09-25,MMM,92.830002
2012-09-25,MRK,45.110001
2012-09-25,MSFT,30.389999
2012-09-25,PFE,24.840000
2012-09-25,PG,69.589996
2012-09-25,T,38.060001
2012-09-25,TRV,68.480003
2012-09-25,UNH,56.200001
2012-09-25,UTX,78.769997
2012-09-25,VZ,45.619999
2012-09-25,WMT,74.260002
2012-09-25,XOM,91.739998
2012-09-25,^DJI,13457.549805
2012-09-26,AA,8.889990
2012-09-26,AXP,56.139999
2012-09-26,BA,70.250000
2012-09-26,BAC,8.820000
2012-09-26,CAT,86.949997
2012-09-26,CSCO,18.580000
2012-09-26,CVX,116.300003
2012-09-26,DD,50.499998
2012-09-26,DIS,51.939999
2012-09-26,GE,22.100000
2012-09-26,HD,59.169998
2012-09-26,HPQ,17.109999
2012-09-26,IBM,204.000000
2012-09-26,INTC,22.650000
2012-09-26,JNJ,69.000000
2012-09-26,JPM,40.240002
2012-09-26,KO,37.759998
2012-09-26,MCD,93.199997
2012-09-26,MMM,92.589996
2012-09-26,MRK,45.009998
2012-09-26,MSFT,30.170000
2012-09-26,PFE,24.830000
2012-09-26,PG,69.300003
2012-09-26,T,38.080002
2012-09-26,TRV,67.779999
2012-09-26,UNH,55.779999
2012-09-26,UTX,78.529999
2012-09-26,VZ,45.590000
2012-09-26,WMT,74.190002
2012-09-26,XOM,91.230003
2012-09-26,^DJI,13413.509766
2012-09-27,AA,8.989990
2012-09-27,AXP,56.570000
2012-09-27,BA,70.099998
2012-09-27,BAC,8.970000
2012-09-27,CAT,86.919998
