AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,UTX,V,VZ,WMT,XOM,^DJI
88.550003,141.899994,90.510002,22.219998999999998,121.010002,63.539999,75.389999,26.959999,178.389999,82.010002,187.259995,25.530001000000002,94.739998,58.490002000000004,40.130001,95.800003,136.179993,49.880001,36.040001000000004,76.91999799999999,30.690001000000002,80.300003,33.619999,87.489998,74.699997,113.83000200000001,221.13000499999998,47.75,78.040001,100.519997,16437.050781
86.989998,140.699997,89.889999,22.190001000000002,119.25,62.659998,73.269997,26.73,175.880005,80.970001,184.16000400000001,25.5,94.5,57.700001,39.529999,94.83000200000001,134.679993,53.119999,34.98,75.18,30.540001,80.010002,33.299999,86.339996,73.940002,112.800003,218.899994,47.029999,77.489998,98.550003,16257.94043
87.120003,140.009995,90.559998,22.41,119.57,63.549997,74.449997,26.969998999999998,176.600006,81.010002,185.919998,26.51,94.720001,57.740002000000004,39.689999,95.220001,137.41000400000001,53.0,35.779999,75.16999799999999,31.0,80.870003,33.48,87.449997,74.019997,112.629997,222.649994,47.080002,77.959999,99.120003,16373.860352000002
88.25,140.619995,92.410004,22.780001000000002,119.18,63.729997,74.279999,27.34,178.75,81.07,187.740005,26.67,94.800003,59.490002000000004,39.759997999999996,95.459999,138.440002,52.52,36.759997999999996,75.43,31.18,80.790001,33.790001000000004,87.879997,74.839996,114.07,223.75999500000003,48.27,77.660004,98.779999,16481.939453
87.779999,140.21000700000002,92.010002,22.780001000000002,118.83000200000001,63.989996999999995,74.209999,27.200001,175.169998,81.260002,188.759995,26.540001,94.639999,58.990002000000004,39.709998999999996,96.059998,138.16000400000001,52.5,36.889998999999996,74.790001,31.17,80.559998,33.959998999999996,87.239998,72.760002,114.220001,221.770004,48.529999,76.760002,98.940002,16417.009766
90.970001,140.46000700000002,91.440002,22.74,119.290001,64.019999,73.980003,26.58,176.279999,81.0,190.08999599999999,25.85,95.059998,58.110001000000004,39.279999,94.93,137.309998,51.950001,36.380001,73.389999,31.09,79.879997,33.700001,86.470001,72.519997,114.209999,232.17999300000002,48.349998,76.190002,99.160004,16458.560547
90.589996,141.669998,90.599998,22.83,120.360001,63.729997,74.199997,26.290001,173.199997,80.459999,188.429993,25.59,94.029999,58.169998,39.919998,95.08000200000001,136.990005,51.830002,36.169998,73.75,31.23,80.18,33.57,85.0,73.160004,114.989998,231.92999300000002,47.700001,75.839996,98.5,16414.439453
91.129997,144.369995,89.639999,22.84,120.43,63.019998,75.309998,25.99,173.679993,80.199997,182.25,25.309998999999998,94.32,57.59,39.900002,94.879997,136.479996,51.349998,35.93,73.5,31.27,79.230003,33.34,84.559998,73.400002,116.120003,232.99000499999997,47.330002,75.349998,97.879997,16373.339844
89.16999799999999,141.309998,88.480003,22.559998999999998,118.389999,61.749999,74.790001,25.82,170.75,80.239998,182.729996,25.129998999999998,92.739998,56.470001,39.240002000000004,95.32,134.71000700000002,51.599998,36.060001,72.730003,31.01,78.239998,33.799999,83.07,73.199997,114.839996,228.25,47.860001000000004,74.959999,96.970001,16197.349609
86.949997,136.649994,86.16999799999999,22.200001,116.290001,59.97,72.720001,24.950001,167.639999,79.160004,179.639999,24.809998999999998,90.610001,55.09,38.84,94.43,130.220001,51.98,36.810001,71.650002,30.09,79.18,33.419998,81.610001,71.599998,111.800003,221.25,47.630001,74.41999799999999,94.849998,15879.110352000002
85.720001,137.360001,91.290001,22.0,116.43,60.239999,72.25,25.07,164.690002,78.940002,177.899994,24.719998999999998,89.940002,55.09,38.73,94.07,128.96000700000002,52.529999,36.029999,71.900002,29.66,78.470001,33.509997999999996,82.290001,71.650002,113.790001,216.22000099999997,47.689999,74.150002,94.91999799999999,15837.879883000001
86.639999,137.08999599999999,92.470001,21.75,116.839996,59.57,72.879997,25.459999,166.25,78.540001,176.850006,24.9,90.099998,55.740002000000004,38.869999,94.18,129.809998,52.869999,36.27,72.709999,30.42,79.110001,33.700001,83.099998,71.709999,113.860001,220.960007,47.360001000000004,74.66999799999999,95.650002,15928.55957
85.550003,129.779999,90.620003,21.65,116.0,60.709996999999994,71.33000200000001,25.290001,163.899994,76.68,176.399994,24.68,88.900002,55.529999,37.900002,93.150002,130.25,52.209998999999996,36.66,71.769997,30.110001,77.639999,33.310001,82.209999,71.260002,113.269997,217.11999500000002,47.689999,74.099998,95.110001,15738.790038999998
86.620003,126.529999,93.199997,21.98,116.449997,61.54,73.220001,25.5,165.83999599999999,76.93,177.360001,24.74,89.5,56.0,38.169998,93.800003,128.050003,53.509997999999996,36.860001000000004,73.940002,30.82,76.870003,33.349998,82.360001,72.800003,114.68,220.88000499999998,47.630001,74.75,93.989998,15848.610352000002
85.019997,125.260002,93.910004,21.91,111.629997,61.009997999999996,72.610001,25.129998999999998,164.119995,76.849998,176.679993,24.540001,88.470001,55.360001000000004,37.82,94.16999799999999,128.190002,52.970001,37.84,72.849998,30.4,76.620003,33.32,81.279999,72.279999,114.019997,215.42999300000002,48.02,74.68,92.160004,15698.849609
82.860001,123.08000200000001,92.41999799999999,21.549999,111.139999,59.99,69.989998,24.35,159.820007,75.089996,172.899994,23.950001,86.779999,54.310001,37.200001,93.019997,123.900002,52.080002,36.48,70.879997,30.6,75.699997,31.950001,80.260002,70.739998,110.160004,213.47000099999997,46.41,72.660004,90.050003,15372.799805
84.0,122.040001,92.5,21.799999,110.83000200000001,61.609998,71.050003,24.57,161.759995,74.970001,172.83999599999999,23.82,86.620003,54.950001,37.48,93.089996,126.720001,53.509997999999996,36.349998,70.510002,31.440001000000002,76.089996,32.450001,80.349998,70.510002,109.099998,214.539993,46.82,72.730003,90.019997,15445.240234
83.720001,121.400002,91.959999,21.98,109.519997,61.899997,71.760002,24.52,160.419998,75.260002,174.240005,23.52,87.279999,55.209998999999996,37.610001000000004,93.58000200000001,127.360001,53.529999,35.82,70.599998,30.65,76.449997,32.080002,80.440002,70.82,107.910004,215.61000099999998,46.689999,72.870003,89.58000200000001,15440.230469
85.690002,122.66999799999999,93.83000200000001,22.49,111.269997,62.959998,75.559998,24.950001,161.75,76.160004,174.669998,23.99,88.75,56.48,38.029999,94.940002,128.899994,53.77,36.18,71.510002,30.84,76.900002,32.0,80.690002,70.870003,109.449997,219.00999500000003,46.68,72.82,89.800003,15628.530272999998
87.0,127.019997,94.870003,22.67,112.050003,63.449996999999996,75.66999799999999,25.190001000000002,161.929993,76.449997,177.25,24.209999,90.040001,56.619999,37.950001,95.91999799999999,130.330002,54.77,36.560001,72.690002,31.219998999999998,77.309998,32.299999,80.879997,71.360001,110.730003,221.77999900000003,46.810001,73.75,90.58000200000001,15794.080078
88.339996,127.160004,94.5,22.83,111.690002,63.449996999999996,77.059998,25.049999,161.0,76.410004,177.139999,24.290001,91.07,56.740002000000004,38.57,94.860001,129.699997,54.889998999999996,36.799999,72.66999799999999,31.469998999999998,78.029999,32.439999,82.349998,69.739998,111.599998,220.55000299999998,46.91,73.760002,89.519997,15801.790038999998
88.58000200000001,130.16000400000001,94.959999,22.709999,113.58000200000001,64.289998,77.790001,25.43,164.389999,76.699997,179.699997,24.469998999999998,92.970001,57.43,38.639998999999996,95.339996,130.979996,55.700001,37.169998,73.980003,31.879998999999998,78.839996,32.950001,83.209999,70.620003,112.959999,222.330002,47.209998999999996,74.800003,90.839996,15994.769531
89.019997,128.130005,96.16999799999999,22.85,112.029999,63.509997,77.910004,25.389999,163.5,77.279999,180.240005,24.549999,92.41999799999999,57.52,38.509997999999996,94.889999,130.440002,55.0,37.470001,74.110001,31.610001,77.489998,32.939999,82.260002,70.239998,112.779999,224.169998,47.369999,74.959999,91.08000200000001,15963.94043
88.900002,129.5,96.110001,22.27,112.510002,63.979999,77.900002,25.440001000000002,164.059998,77.589996,181.83999599999999,24.700001,92.559998,58.029999,38.650002,95.459999,130.139999,55.099998,37.610001000000004,74.870003,31.700001,77.800003,33.490002000000004,82.879997,71.209999,113.300003,224.05000299999998,47.310001,75.360001,91.43,16027.589844
89.0,130.16000400000001,96.550003,22.559998999999998,113.480003,64.5,79.230003,25.74,163.720001,77.93,183.690002,24.76,92.760002,58.150002,38.93,95.779999,132.119995,55.439999,37.619999,75.07,31.940001000000002,79.400002,33.150002,84.019997,73.519997,113.870003,226.0,46.509997999999996,75.790001,94.110001,16154.389647999998
89.019997,130.630005,96.559998,22.41,112.709999,64.709998,79.58000200000001,25.65,164.649994,77.57,183.190002,24.76,92.16999799999999,58.490002000000004,37.470001,96.019997,131.800003,55.689999,37.419998,75.209999,31.879998999999998,77.970001,32.82,84.370003,73.83000200000001,113.739998,226.059998,45.98,75.33000200000001,94.07,16130.400391
88.839996,128.389999,96.209999,22.280001000000002,113.599998,64.26,78.870003,25.4,163.259995,76.449997,182.949997,24.5,91.639999,57.259997999999996,37.099998,95.550003,130.559998,55.040001000000004,37.509997999999996,74.82,31.48,78.139999,32.849998,84.010002,73.550003,114.040001,223.88000499999998,46.529999,74.849998,93.949997,16040.55957
89.010002,129.559998,96.91999799999999,22.299999,114.599998,65.349999,79.190002,25.120001000000002,164.5,77.480003,184.259995,24.74,92.379997,57.580002,37.299999,95.75,131.559998,55.810001,37.75,75.58000200000001,31.549999,77.91999799999999,33.18,83.809998,73.480003,115.050003,223.460007,48.119999,73.519997,95.370003,16133.230469
88.75,128.279999,97.5,22.129998999999998,112.68,64.86999899999999,80.129997,24.940001000000002,164.5,77.739998,182.78999299999998,24.42,91.519997,57.610001000000004,37.18,96.449997,131.570007,56.029999,37.98,76.480003,31.459999,77.970001,32.799999,83.790001,73.809998,115.379997,223.36000099999998,47.27,73.120003,95.029999,16103.299805
89.91999799999999,129.58999599999999,97.32,22.120001000000002,114.150002,64.58,80.730003,25.290001,166.53999299999998,77.870003,183.449997,24.629998999999998,91.110001,58.029999,37.5,96.5,132.199997,56.18,37.689999,77.839996,31.99,77.860001,32.470001,83.440002,76.010002,116.489998,226.190002,46.23,73.349998,96.440002,16207.139647999998
89.910004,126.779999,96.410004,21.84,114.970001,64.919997,80.209999,25.27,163.479996,80.980003,183.229996,24.620001000000002,91.110001,57.029999,37.77,96.620003,132.929993,55.91,37.540001000000004,78.110001,31.889999,78.120003,32.169998,83.339996,75.32,115.889999,227.11000099999998,46.290001000000004,73.349998,96.309998,16179.660156
89.730003,126.610001,97.199997,21.93,115.510002,65.509999,80.08000200000001,25.299999,162.800003,81.699997,184.059998,24.799999,91.110001,56.75,37.869999,95.889999,132.860001,56.27,37.470001,78.41999799999999,31.99,77.860001,32.0,83.43,76.059998,116.110001,226.11000099999998,46.349998,74.779999,95.790001,16198.410156
90.290001,128.559998,96.699997,21.92,115.690002,65.999998,80.480003,25.5,165.380005,81.970001,185.270004,24.76,91.360001,56.689999,38.07,95.08000200000001,134.33999599999999,56.66,37.860001000000004,78.019997,32.23,78.190002,32.23,83.849998,76.019997,116.610001,226.27999900000003,47.5,74.559998,95.839996,16272.650391
91.279999,128.919998,96.970001,21.799999,115.33000200000001,66.61999899999999,80.809998,25.469998999999998,166.449997,82.029999,185.169998,24.76,92.120003,56.82,38.200001,95.150002,134.729996,56.990002000000004,38.310001,78.300003,32.110001000000004,78.660004,31.93,83.839996,77.269997,117.019997,225.940002,47.580002,74.699997,96.269997,16321.709961000002
89.970001,128.220001,96.309998,21.57,114.839996,65.89,79.459999,25.120001000000002,164.740005,82.0,184.259995,24.5,91.559998,56.209998999999996,38.119999,94.32,132.21000700000002,56.419998,37.779999,77.389999,31.98,77.480003,31.860001,83.18,77.099998,116.760002,221.440002,47.310001,74.120003,95.5,16168.030272999998
92.610001,130.229996,97.019997,21.82,115.32,67.26,81.709999,25.65,168.729996,82.870003,186.440002,24.610001,93.339996,57.259997999999996,38.310001,94.980003,132.679993,57.060001,38.41,78.620003,32.689999,78.449997,32.150002,84.110001,78.129997,117.589996,225.5,47.900002,75.129997,96.519997,16395.880859
92.139999,128.78999299999998,96.370003,21.870001000000002,114.43,67.24,82.68,25.93,171.899994,82.910004,187.139999,24.5,92.589996,58.16,38.349998,95.019997,133.850006,56.880001,38.110001000000004,77.41999799999999,32.75,77.82,32.130001,84.370003,77.989998,117.410004,222.809998,47.380001,74.800003,93.800003,16360.179688
93.519997,128.860001,97.599998,21.82,114.849998,67.499996,83.339996,26.219998999999998,172.600006,82.410004,187.639999,24.629998999999998,92.889999,58.900002,38.470001,95.58000200000001,134.080002,57.259997999999996,38.150002,78.220001,32.459998999999996,78.059998,32.34,84.400002,77.639999,117.760002,223.86000099999998,47.459998999999996,74.879997,93.760002,16421.890625
93.860001,128.53999299999998,97.050003,21.73,115.08000200000001,67.24,82.209999,26.129998999999998,174.259995,82.550003,187.679993,24.639999,93.32,59.400002,38.549999,95.5,134.110001,57.470001,37.900002,79.459999,32.43,78.379997,32.540001000000004,83.93,77.400002,118.309998,225.559998,47.150002,74.58000200000001,94.989998,16452.720703
93.699997,126.889999,96.75,21.690001000000002,115.839996,67.349998,81.970001,26.040001,173.509995,82.18,186.389999,24.84,93.449997,59.200001,38.650002,95.199997,133.559998,57.32,37.82,78.980003,32.389998999999996,78.529999,32.509997999999996,83.779999,77.879997,117.769997,225.5,47.029999,74.43,95.5,16418.679688
93.199997,125.66999799999999,96.839996,21.610001,114.510002,66.01,81.050003,25.9,169.889999,81.290001,186.759995,24.73,93.489998,58.189999,38.799999,98.779999,132.509995,56.689999,38.02,78.800003,32.419998,78.949997,32.23,83.58000200000001,77.779999,115.639999,227.17999300000002,46.700001,74.91999799999999,94.010002,16351.25
92.900002,124.43,96.82,21.82,115.650002,66.429997,81.379997,25.76,169.720001,80.559998,186.220001,24.76,93.599998,57.919998,38.470001,98.709999,132.570007,56.810001,38.27,78.970001,31.98,79.239998,32.380001,83.43,77.599998,115.809998,226.100006,46.360001000000004,75.529999,94.209999,16340.080078
90.690002,121.889999,95.610001,21.52,114.449997,65.71,79.93,25.34,166.699997,78.800003,183.899994,24.57,93.0,57.419998,37.970001,97.370003,130.809998,55.790001000000004,37.889998999999996,78.529999,31.120001000000002,79.190002,32.349998,82.589996,77.010002,112.889999,220.77999900000003,46.029999,74.93,93.639999,16108.889647999998
90.16999799999999,123.110001,95.389999,21.35,114.099998,65.77,80.07,25.110001,165.350006,79.379997,182.21000700000002,24.5,92.809998,56.799999,38.169998,97.58000200000001,129.830002,55.700001,37.700001,78.32,31.23,78.980003,32.490002000000004,82.660004,75.699997,112.599998,220.770004,46.080002,74.279999,93.470001,16065.669922
91.260002,125.41999799999999,95.66999799999999,21.51,115.07,66.379999,81.389999,25.43,166.83999599999999,79.58000200000001,185.809998,24.700001,93.93,57.580002,38.27,97.599998,132.270004,56.259997999999996,38.049999,78.980003,31.42,79.839996,32.889998999999996,83.540001,76.760002,114.410004,223.77999900000003,46.310001,74.68,94.32,16247.219727000002
91.589996,124.040001,96.410004,21.629998999999998,116.239998,66.799999,81.989998,25.65,168.08999599999999,79.82,186.809998,24.82,93.940002,58.060001,38.400002,97.309998,132.740005,56.360001000000004,39.549999,79.639999,31.93,79.769997,32.98,83.949997,78.0,114.68,226.41000400000001,46.700001,74.769997,94.709999,16336.19043
90.730003,122.239998,96.040001,21.629998999999998,115.199997,66.07,80.519997,25.280001000000002,168.179993,79.75,184.71000700000002,25.02,93.589996,58.299999,38.139998999999996,96.099998,131.229996,55.990002000000004,39.27,79.150002,31.709999,78.779999,32.959998999999996,83.199997,79.959999,114.010002,223.82000699999998,46.360001000000004,74.379997,93.730003,16222.169922
91.690002,123.730003,96.209999,21.83,115.510002,66.579999,80.809998,25.27,169.220001,80.089996,187.899994,25.43,94.120003,60.110001000000004,38.450001,96.599998,132.429993,55.59,40.330002,79.269997,31.91,78.32,34.09,83.230003,81.529999,113.769997,221.82000699999998,47.209998999999996,75.379997,94.58000200000001,16331.049805
91.519997,122.58000200000001,97.389999,21.639999,115.629997,66.97999899999999,80.349998,25.4,166.949997,80.41999799999999,186.669998,25.17,95.93,60.169998,38.439999,95.470001,133.119995,54.66,40.16,75.209999,32.18,77.879997,34.299999,83.779999,81.339996,114.57,223.36999500000002,46.91,76.099998,94.309998,16302.769531
91.010002,123.41999799999999,96.849998,21.57,115.849998,66.489997,79.489998,25.41,165.720001,79.660004,188.25,25.120001000000002,95.199997,61.07,38.400002,96.18,132.419998,53.779999,40.5,74.860001,31.49,79.300003,34.459998999999996,83.860001,81.279999,113.75,220.75,47.009997999999996,76.760002,94.639999,16276.69043
90.839996,124.019997,98.589996,22.34,117.089996,67.229998,79.550003,25.700001,163.25,79.470001,195.03999299999998,25.459999,97.379997,60.93,38.619999,95.910004,134.059998,55.189999,40.34,73.650002,31.82,79.809998,34.720001,84.029999,81.099998,115.199997,218.399994,47.220001,76.870003,94.910004,16367.879883000001
89.660004,123.529999,97.800003,22.32,117.709999,66.509997,78.620003,25.620001000000002,161.729996,78.870003,192.619995,25.379998999999998,97.050003,59.900002,38.610001000000004,95.839996,133.08999599999999,56.02,39.790001000000004,73.220001,32.18,79.5,34.610001000000004,83.43,81.540001,114.58000200000001,215.67999300000002,47.009997999999996,76.230003,94.699997,16268.990234
89.989998,123.209999,98.449997,22.02,117.66999799999999,66.569997,78.480003,25.809998999999998,162.28999299999998,78.68,189.830002,25.309998999999998,97.279999,59.919998,38.82,96.160004,132.83999599999999,55.73,39.360001000000004,73.32,32.099998,79.650002,34.959998999999996,83.489998,81.019997,113.800003,215.770004,47.689999,76.139999,96.239998,16264.230469
90.459999,124.459999,99.389999,22.33,118.5,66.61999899999999,78.989998,25.879998999999998,162.300003,78.720001,190.449997,25.620001000000002,97.440002,60.040001000000004,38.950001,97.239998,134.199997,55.98,40.299999,73.540001,31.879998999999998,79.760002,35.07,83.989998,81.620003,114.809998,212.08999599999999,47.419998,76.010002,97.699997,16323.05957
90.029999,125.489998,99.370003,22.42,118.910004,67.1,80.07,25.889999,163.850006,79.129997,192.490005,25.809998999999998,98.230003,60.709998999999996,38.66,98.029999,135.66000400000001,56.77,40.990002000000004,73.860001,32.119999,80.599998,35.07,85.099998,81.989998,116.839996,215.86000099999998,47.57,76.43,97.68,16457.660156
91.16999799999999,128.21000700000002,99.809998,23.1,119.0,67.76,81.57,25.870001000000002,165.919998,79.379997,194.5,25.99,97.940002,60.669998,38.41,97.900002,136.529999,56.369999,41.419998,74.389999,31.950001,80.339996,35.09,84.389999,81.839996,117.91999799999999,214.69999700000002,47.75,76.769997,97.730003,16532.609375
90.400002,128.309998,102.629997,22.99,119.349998,68.120001,81.66999799999999,26.040001,167.270004,79.949997,193.550003,25.889999,98.230003,60.48,38.330002,97.589996,136.0,56.459998999999996,41.349998,74.540001,32.290001000000004,80.129997,35.369999,84.650002,81.610001,119.870003,214.66000400000001,47.82,77.18,97.949997,16573.0
90.980003,128.779999,102.550003,23.09,119.040001,68.00999499999999,81.690002,26.23,166.08999599999999,79.400002,192.690002,26.41,98.260002,60.66,38.07,97.660004,136.139999,56.209998999999996,41.009997999999996,73.989998,32.400002,80.099998,35.630001,84.980003,82.25,119.769997,215.00999500000003,48.119999,77.459999,97.93,16572.550781
89.16999799999999,127.379997,102.16999799999999,22.709999,118.800003,67.34,80.43,26.02,163.240005,78.720001,191.770004,26.16,98.41999799999999,59.810001,38.220001,97.870003,135.860001,56.119999,39.869999,72.839996,32.16,79.769997,35.549999,85.199997,81.529999,118.18,207.699997,48.040001000000004,77.309998,97.360001,16412.710938
86.599998,125.589996,101.110001,22.85,117.339996,66.759999,79.129997,25.85,158.559998,77.129997,194.520004,26.49,97.889999,59.0,38.619999,97.010002,134.399994,55.189999,39.799999,70.83000200000001,31.200001,80.489998,35.490002000000004,85.0,81.08000200000001,116.18,203.41000400000001,48.119999,77.309998,96.779999,16245.870116999999
86.489998,124.150002,102.389999,22.940001000000002,117.800003,66.789997,79.57,25.75,156.559998,77.110001,193.28999299999998,26.91,98.059998,58.849998,38.900002,98.08000200000001,134.83999599999999,55.040001000000004,39.82,72.91999799999999,30.870001000000002,81.349998,35.27,84.730003,80.660004,115.769997,202.58999599999999,48.209998999999996,78.18,97.449997,16256.139647999998
88.720001,126.879997,102.989998,23.120001000000002,119.099998,67.52,80.470001,25.950001,158.16000400000001,77.760002,196.639999,26.98,98.949997,59.27,38.990002000000004,98.349998,135.83999599999999,57.099998,40.470001,73.559998,31.23,81.489998,34.919998,85.82,81.389999,117.040001,207.53999299999998,47.98,77.970001,97.33000200000001,16437.179688
85.360001,123.639999,102.260002,22.65,116.690002,66.46999699999999,77.510002,25.58,155.979996,76.779999,195.679993,26.43,96.540001,57.400002,38.889998999999996,99.43,133.970001,55.849998,39.360001000000004,72.449997,30.610001,81.089996,35.119999,84.989998,79.989998,114.559998,201.550003,47.470001,76.889999,96.779999,16170.219727000002
84.540001,122.07,101.449997,22.459999,117.029999,66.09,77.010002,25.43,152.720001,75.699997,195.190002,26.18,96.870003,55.299999,38.630001,99.290001,132.389999,55.919998,39.209998999999996,71.25,29.860001,80.760002,35.200001,85.300003,78.949997,113.93,196.630005,47.07,76.5,96.720001,16026.75
85.5,123.25,102.779999,22.85,118.699997,66.589997,77.620003,25.709999,154.740005,75.970001,197.770004,26.559998999999998,97.139999,54.959998999999996,38.73,100.110001,133.149994,55.57,39.18,72.379997,29.870001000000002,80.809998,35.360001000000004,85.5,79.18,114.940002,201.009995,47.27,77.379997,97.860001,16173.240234
86.040001,124.269997,102.5,22.889999,120.300003,66.899999,77.660004,25.82,154.919998,75.889999,197.020004,26.77,99.199997,54.799999,40.18,100.83000200000001,134.08999599999999,56.049999,39.75,72.279999,29.889999,80.839996,35.68,85.889999,79.510002,115.839996,204.050003,46.919998,76.879997,98.68,16262.55957
87.400002,126.040001,102.93,23.030001000000002,121.83000200000001,67.72,78.949997,26.120001000000002,157.220001,76.58000200000001,196.399994,26.93,98.75,55.259997999999996,40.59,100.83000200000001,136.770004,56.259997999999996,40.400002,73.099998,30.09,81.650002,36.099998,86.779999,78.190002,118.07,209.360001,47.099998,77.220001,99.940002,16424.849609
86.220001,127.91999799999999,102.83000200000001,23.209999,123.68,66.97999899999999,79.989998,26.559998999999998,157.440002,77.089996,190.009995,27.040001,98.959999,55.220001,40.720001,100.25,137.729996,56.470001,40.009997999999996,74.029999,30.25,81.760002,36.040001000000004,86.68,75.779999,118.57,207.949997,47.599998,77.660004,100.41999799999999,16408.539062
86.66999799999999,127.82,102.639999,23.4,124.239998,67.029997,79.110001,26.59,157.800003,77.959999,192.270004,26.950001,100.0,55.029999,40.75,99.66999799999999,138.619995,57.25,39.939999,73.900002,30.860001,81.559998,36.060001,86.400002,74.949997,118.300003,209.130005,47.98,77.599998,100.93,16449.25
87.07,127.550003,103.690002,23.52,124.0,67.349998,79.449997,26.58,160.46000700000002,79.66999799999999,192.149994,26.84,100.18,55.810001,40.709998999999996,99.32,138.889999,57.77,39.990002000000004,74.349998,31.0,81.25,36.290001000000004,86.889999,75.760002,119.190002,209.97000099999997,47.919998,77.559998,100.370003,16514.369141
87.129997,130.630005,103.379997,23.5,124.690002,67.34,79.519997,26.42,160.449997,78.519997,191.729996,26.75,100.220001,56.049999,40.73,99.129997,137.990005,57.5,39.689999,74.099998,30.92,80.360001,34.919998,88.129997,75.33000200000001,119.650002,208.820007,47.43,78.040001,100.5,16501.650391
87.410004,129.860001,105.279999,23.33,124.300003,67.109998,79.589996,26.459999,160.850006,79.769997,190.220001,26.75,99.959999,56.189999,40.700001,99.839996,136.649994,57.529999,39.860001000000004,73.389999,30.709999,81.150002,34.5,88.589996,76.589996,118.980003,209.399994,46.279999,78.309998,100.010002,16501.650391
87.029999,128.66000400000001,104.690002,23.0,123.989998,66.659999,78.230003,26.6,158.240005,79.379997,189.630005,26.26,99.790001,55.700001,41.009997999999996,100.730003,136.559998,57.240002000000004,39.91,72.699997,30.75,81.410004,34.490002000000004,88.309998,75.660004,117.209999,198.929993,45.939999,78.620003,100.410004,16361.459961000002
87.059998,127.040001,104.260002,23.02,125.730003,66.769997,77.779999,26.780001000000002,156.53999299999998,80.16999799999999,193.139999,26.33,101.339996,55.490002000000004,41.029999,100.309998,137.229996,56.68,40.869999,71.66999799999999,32.040001000000004,82.940002,35.080002,89.639999,75.739998,117.699997,201.419998,46.599998,79.760002,101.16999799999999,16448.740234
87.790001,128.369995,105.300003,23.16,125.970001,67.18,78.639999,26.76,158.240005,79.519997,195.110001,26.48,101.029999,56.099998,40.57,101.5,137.550003,58.720001,40.509997999999996,72.480003,31.76,82.440002,35.419998,90.900002,75.199997,117.559998,202.669998,46.77,79.66999799999999,101.449997,16535.369141
87.43,129.020004,105.400002,23.110001,125.519997,67.32,79.339996,26.889999,159.820007,79.510002,196.470001,26.690001000000002,101.290001,55.98,40.790001000000004,101.379997,139.08999599999999,58.560001,40.400002,72.949997,31.280001000000002,82.550003,35.700001,90.58000200000001,75.040001,118.33000200000001,202.610001,46.73,79.709999,102.410004,16580.839844
86.82,128.46000700000002,105.07,23.01,124.940002,66.759999,79.559998,26.77,160.369995,79.33000200000001,193.529999,26.450001,100.529999,55.720001,40.779999,100.959999,140.809998,59.619999,40.0,72.91999799999999,31.15,82.339996,35.580002,90.83000200000001,74.949997,116.800003,206.08999599999999,47.220001,79.699997,101.410004,16558.869141
86.93,129.940002,105.010002,22.940001000000002,124.720001,66.849997,80.309998,26.68,158.880005,79.400002,191.440002,26.41,99.309998,55.580002,40.950001,101.43,140.119995,58.220001,39.689999,72.989998,30.75,81.91999799999999,35.630001,91.0,75.029999,116.519997,204.419998,47.119999,79.120003,102.010002,16512.890625
87.360001,131.96000700000002,104.519997,22.959999,125.360001,67.38999799999999,81.220001,26.58,156.350006,78.690002,191.259995,26.17,100.0,54.220001,40.759997999999996,101.139999,140.610001,58.630001,39.43,73.290001,29.959999,81.699997,35.759997999999996,90.650002,75.230003,116.82,207.130005,47.389998999999996,78.620003,102.910004,16530.550781
86.199997,130.830002,103.870003,22.719998999999998,124.970001,67.189998,81.029999,26.190001000000002,154.53999299999998,77.41999799999999,190.029999,26.200001,99.510002,53.34,40.490002000000004,100.949997,139.28999299999998,57.110001000000004,39.060001,72.25,29.43,81.129997,35.490002000000004,89.879997,75.260002,116.010002,205.360001,47.470001,78.010002,102.66999799999999,16401.019531
87.980003,130.350006,104.620003,22.870001000000002,126.230003,68.049995,80.290001,26.530001000000002,155.520004,77.08000200000001,189.300003,26.370001000000002,100.910004,54.049999,40.91,101.959999,141.139999,55.84,39.419998,72.18,29.02,82.089996,35.759997999999996,91.07,77.910004,116.910004,208.699997,48.099998,77.959999,103.110001,16518.539062
88.620003,130.570007,104.940002,23.02,125.089996,68.099997,81.599998,26.440001000000002,157.399994,77.050003,188.91000400000001,26.34,100.5,54.360001000000004,40.73,101.949997,140.830002,54.830002,39.639998999999996,73.050003,29.17,82.160004,36.400002,91.239998,76.889999,117.019997,210.899994,48.490002000000004,78.690002,102.32,16550.970703
88.839996,131.100006,105.059998,23.02,125.029999,67.779996,81.949997,26.42,157.199997,77.709999,190.080002,26.299999,100.910004,54.009997999999996,40.869999,102.93,141.33999599999999,55.209998999999996,39.540001000000004,73.449997,29.030001000000002,82.389999,36.439999,91.300003,76.949997,116.989998,210.809998,48.48,79.199997,101.949997,16583.339844
89.660004,132.600006,106.199997,23.190001000000002,125.239998,68.189999,82.41999799999999,26.85,159.550003,78.269997,192.570007,26.370001000000002,100.519997,54.650002,40.82,102.860001,142.820007,55.290001000000004,39.970001,74.629997,29.129998999999998,81.730003,36.57,92.040001,77.739998,118.629997,211.69999700000002,48.16,79.150002,102.230003,16695.470703
