AA,AXP,BA,BAC,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MDLZ,MMM,MRK,MSFT,PFE,PG,T,TRV,UTX,VZ,WMT,XOM,^DJI
9.229989,22.799999,39.299999,11.97,30.65,18.17,63.080002,24.5,22.530001000000002,10.86,22.68,37.299997999999995,102.08000200000001,16.02,56.689999,33.619999,48.709998999999996,56.77,25.799999,59.09,27.01,22.440001000000002,14.29,52.41,23.379998999999998,39.049999,49.650002,28.639886999999998,48.080002,65.970001,8183.169922
9.339989,23.219998999999998,39.650002,11.88,30.530001000000002,18.34,61.400002,24.61,22.41,10.78,22.52,37.239996999999995,100.83000200000001,16.040001,56.93,32.34,48.310001,57.049999,26.08,59.790001000000004,26.450001,22.389999,14.2,52.220001,23.440001000000002,39.0,49.639998999999996,28.619885999999997,47.57,65.120003,8146.52002
9.659989,24.52,40.439999,12.99,31.799999,18.57,62.439999,25.259999,22.700001,11.46,23.110001,37.299997999999995,103.620003,16.49,57.720001,34.709998999999996,49.049999,57.27,26.879998999999998,60.490002000000004,26.82,23.23,14.76,52.98,23.77,40.400002,51.419998,29.049885999999997,47.830002,65.699997,8331.679688
9.589989,24.459999,40.41,12.91,31.93,18.73,63.0,25.549999,23.110001,11.64,23.68,37.14,103.25,16.83,58.23,34.700001,49.290001000000004,57.459998999999996,27.0,60.630001,27.16,23.110001,14.9,53.540001000000004,23.450001,39.540001000000004,51.580002,28.949885,48.130001,66.220001,8359.490234
10.139989,27.219998999999998,41.360001000000004,13.42,33.84,19.809998999999998,64.57,26.979999,24.08,12.24,24.08,38.819996,107.220001,18.049999,58.959998999999996,36.259997999999996,50.529999,57.080002,27.530001000000002,62.0,27.709999,24.120001000000002,15.02,54.650002,23.969998999999998,40.349998,53.75,29.339885,48.549999,68.440002,8616.209961
10.439988,28.280001000000002,42.049999,13.17,34.150002,20.120001000000002,64.889999,27.44,24.790001,12.4,24.4,39.669996999999995,110.639999,18.5,59.25,36.130001,50.790001000000004,57.220001,27.73,63.400002,27.870001000000002,24.440001000000002,15.07,55.209998999999996,23.709999,40.540001000000004,53.970001,29.499883,48.509997999999996,68.459999,8711.820312
10.219989,28.030001000000002,41.360001000000004,12.89,33.990002000000004,20.51,65.120003,27.57,24.51,11.65,24.67,39.979997999999995,115.41999799999999,18.790001,59.23,36.889998999999996,50.32,57.84,27.43,62.919998,27.68,24.290001,14.96,55.919998,23.98,40.419998,53.799999,29.589884,48.490002000000004,68.519997,8743.94043
10.599988,28.889999,42.200001,12.24,36.650002,21.15,65.639999,28.329999,25.370001000000002,11.67,24.799999,40.429996,116.440002,18.9,59.060001,36.98,51.029999,58.279999,27.6,63.84,27.940001000000002,24.530001000000002,15.26,55.560001,24.42,40.470001,54.970001,29.769883,48.82,68.940002,8848.150391
10.139989,29.379998999999998,43.02,12.19,39.459998999999996,21.59,66.25,28.319999,25.200001,11.47,24.459999,40.569998999999996,117.040001,18.9,59.490002000000004,36.939999,50.349998,58.630001,27.58,64.199997,29.65,24.83,15.7,55.490002000000004,24.57,40.709998999999996,53.970001,30.319879999999998,48.860001000000004,70.470001,8915.94043
10.199988000000001,28.76,42.0,12.23,38.66,21.450001,65.940002,28.469998999999998,25.379998999999998,11.63,24.77,40.799997999999995,115.57,19.139999,59.189999,36.830002,49.130001,58.82,27.92,64.66999799999999,29.450001,24.799999,15.87,54.869999,24.84,41.360001000000004,53.119999,30.129882000000002,49.169998,69.989998,8881.259766
10.799988,29.450001,41.950001,12.69,41.259997999999996,21.9,67.889999,30.149998999999998,26.799999,11.95,25.280001000000002,41.639998,117.059998,19.48,60.220001,38.150002,49.18,56.09,28.370001000000002,69.43,30.25,25.559998999999998,16.15,55.16,25.48,42.610001000000004,53.380001,31.269877,48.759997999999996,71.610001,9069.290039
11.019987,29.51,42.369999,12.51,42.0,21.879998999999998,68.43,30.039998999999998,26.58,12.03,25.32,41.72,117.639999,19.360001,61.509997999999996,37.919998,49.360001000000004,56.080002,28.120001000000002,69.41999799999999,30.99,23.450001,16.48,55.84,25.450001,43.220001,52.23,31.499875,48.939999,72.290001,9093.240234
11.299987,28.379998999999998,42.240002000000004,13.09,42.860001000000004,21.84,68.849998,30.36,26.450001,12.32,25.16,41.839997,117.629997,19.469998999999998,61.27,38.130001,49.52,55.970001,28.26,69.910004,30.77,23.110001,16.620001000000002,55.779999,25.73,43.540001000000004,52.110001000000004,30.999877,48.970001,72.75,9108.509766
11.259986999999999,27.68,43.25,13.34,42.900002,21.93,68.339996,30.099999,26.370001000000002,12.52,25.389999,41.98,117.279999,19.370001000000002,60.919998,38.080002,49.389998999999996,56.470001,28.469998999999998,69.879997,30.02,23.469998999999998,16.030001000000002,55.709998999999996,25.52,43.349998,52.439999,31.399876000000003,48.919998,71.889999,9096.719727
11.009986999999999,27.75,43.369999,13.52,41.830002,21.719998999999998,67.120003,29.539998999999998,25.889999,12.26,25.389999,42.189999,117.260002,19.4,61.16,37.77,49.279999,56.41,28.540001,68.720001,29.870001000000002,23.799999,15.75,56.119999,25.950001,42.630001,53.200001,31.979874,49.369999,71.43,9070.719727
11.459987,28.23,43.240002000000004,13.97,43.41,21.98,67.699997,30.81,26.219998999999998,13.11,25.85,42.709998,117.860001,19.33,61.790001000000004,38.470001,49.669998,55.59,28.57,69.900002,29.940001000000002,23.809998999999998,15.94,56.23,26.34,41.939999,54.23,32.309872999999996,49.98,70.720001,9154.459961
11.759986,28.33,42.91,14.79,44.060001,22.01,69.470001,30.929997999999998,25.120001000000002,13.4,25.940001000000002,43.299999,117.93,19.25,60.889998999999996,38.650002,49.84,55.060001,28.34,70.519997,30.01,23.52,15.93,55.509997999999996,26.23,43.07,54.470001,32.069873,49.880001,70.389999,9171.610352
12.599986,28.65,43.790001000000004,15.32,45.119999,22.57,70.400002,31.9,25.52,13.72,26.32,43.379996000000006,119.91999799999999,19.370001000000002,61.099998,39.599998,49.599998,55.130001,28.200001,72.139999,30.02,23.83,16.040001,55.610001000000004,26.23,45.02,55.18,32.029872999999995,49.84,70.650002,9286.55957
12.839986,28.709999,44.16,15.64,47.889998999999996,22.440001000000002,70.410004,32.14,25.639999,13.82,26.290001,43.419996999999995,119.599998,19.32,61.060001,40.209998999999996,49.5,55.009997999999996,28.34,72.029999,29.84,23.77,16.07,55.459998999999996,26.27,46.259997999999996,54.790001000000004,31.859873999999998,49.849998,70.599998,9320.19043
13.279985,30.360001,44.029999,16.66,46.639998999999996,22.17,69.790001,32.08,25.27,13.99,26.33,43.259997999999996,118.470001,18.860001,60.450001,41.779999,49.169998,55.09,28.33,71.83000200000001,29.610001,23.809998999999998,15.87,53.91,25.73,46.580002,54.220001,31.269877,49.200001,70.029999,9280.969727
12.799985000000001,31.309998999999998,45.52,16.700001,47.139998999999996,22.309998999999998,69.25,32.459998,25.370001000000002,14.31,26.540001,42.209998999999996,117.379997,18.700001,59.93,40.75,49.389998999999996,54.84,28.360001,72.400002,29.360001,23.459999,15.79,51.459998999999996,25.549999,46.779999,55.060001,30.959877000000002,48.98,69.730003,9256.259766
12.999985,32.689999,46.689999,16.42,47.779999,22.190001000000002,69.5,32.829999,26.690001000000002,14.7,27.26,43.539999,119.33000200000001,18.5,59.900002,42.360001000000004,49.34,55.200001,28.700001,72.900002,30.1,23.559998999999998,15.96,52.029999,25.620001000000002,47.459998999999996,55.59,31.079877000000003,49.290001000000004,69.470001,9370.070312
12.689986,32.34,45.77,16.68,47.150002,21.639999,69.230003,32.379998,26.440001000000002,14.57,27.1,43.669996000000005,118.699997,18.76,60.720001,42.689999,49.439999,56.27,28.629998999999998,70.910004,30.6,23.42,15.91,52.169998,25.58,46.419998,55.889998999999996,30.919877000000003,49.720001,69.18,9337.950195
12.709985000000001,31.51,45.389998999999996,15.85,46.279999,21.17,67.940002,32.979999,25.9,13.99,26.889999,43.389996000000004,117.790001,18.639999,60.220001,41.240002000000004,49.040001000000004,56.02,28.459999,71.339996,30.33,23.129998999999998,15.83,51.93,25.360001,44.93,55.77,30.59988,50.040001000000004,68.129997,9241.450195
12.959985000000001,31.799999,46.34,15.93,47.580002,21.43,68.720001,32.489998,26.219998999999998,14.13,27.200001,44.179996,119.290001,18.809998999999998,60.59,42.209998999999996,48.459998999999996,56.259997999999996,28.5,72.33000200000001,30.74,23.530001000000002,15.86,52.080002,25.65,46.43,58.169998,31.209876,50.509997999999996,69.110001,9361.610352
13.709984,31.98,46.619999,17.0,47.169998,21.51,68.529999,33.229999,26.26,14.1,27.68,44.349999,119.58000200000001,19.049999,60.32,42.900002,48.119999,55.779999,28.35,72.599998,30.98,23.620001000000002,15.8,52.299999,25.48,47.470001,57.400002,31.039877,51.880001,68.75,9398.19043
13.269985,31.719998999999998,44.869999,17.389999,46.0,21.309998999999998,68.629997,32.359998,25.860001,13.92,27.139999,44.089999,118.57,18.77,60.080002,42.450001,48.470001,55.27,28.1,71.32,30.98,23.690001000000002,15.77,52.369999,25.450001,47.25,57.209998999999996,31.079877000000003,51.790001000000004,68.209999,9321.400391
12.409986,30.389999,44.16,16.559998999999998,43.950001,20.73,66.589996,31.059998999999998,25.09,13.36,26.110001,43.109996,116.860001,18.450001,59.82,40.73,48.700001,54.5,27.790001,70.08000200000001,30.879998999999998,23.25,15.88,52.209998999999996,25.02,46.610001000000004,56.130001,30.219881,51.57,66.550003,9135.339844
12.919986,31.690001000000002,43.779999,16.9,45.110001000000004,21.01,66.940002,31.329999,25.200001,13.59,26.93,43.959996999999994,117.629997,18.77,59.799999,41.700001,48.610001000000004,55.259997999999996,27.940001000000002,70.349998,30.709999,23.58,15.98,52.450001,25.1,47.509997999999996,56.810001,30.27988,51.360001000000004,66.489998,9217.94043
12.479986,31.700001,43.52,16.75,45.169998,21.24,68.160004,31.89,25.48,13.53,26.75,43.829999,118.57,18.799999,60.369999,41.41,49.360001000000004,55.650002,28.629998999999998,70.790001,31.48,23.65,16.370001000000002,52.799999,25.379998999999998,47.959998999999996,56.0,30.429879999999997,51.669998,68.0,9279.160156
12.429986,32.52,44.740002000000004,17.139999,45.5,21.889999,68.620003,31.94,25.889999,13.81,26.68,43.979997,118.949997,18.709999,60.950001,42.419998,49.419998,56.139998999999996,28.35,71.230003,31.34,23.67,16.23,53.02,25.540001,47.810001,57.259997999999996,30.709878000000003,51.709998999999996,68.589996,9350.049805
12.559986,32.849998,45.869999,17.459999,47.299999,22.190001000000002,69.730003,32.709998999999996,26.790001,14.21,27.5,44.779996999999995,119.900002,18.889999,61.029999,43.66,49.91,56.27,28.809998999999998,72.639999,32.560001,24.41,16.639999,53.580002,26.0,48.200001,58.709998999999996,31.369876,51.360001000000004,69.91999799999999,9505.959961
12.419986,32.669998,47.130001,17.35,47.560001,22.059998999999998,70.760002,32.33,26.799999,14.2,27.030001000000002,44.789997,119.32,18.76,61.279999,43.009997999999996,49.060001,55.91,28.4,72.559998,32.5,24.639999,16.73,53.34,26.139999,47.950001,59.299999,31.409876,51.549999,71.300003,9509.280273
12.349986,32.82,48.25,17.75,47.830002,22.0,70.650002,32.399998,26.870001000000002,14.3,27.32,44.68,118.83000200000001,19.1,61.139998999999996,43.580002,48.740002000000004,56.450001,28.6,72.68,32.950001,24.639999,16.799999,53.400002,26.299999,48.43,59.709998999999996,31.309877,51.669998,70.68,9539.290039
12.259986,33.139998999999996,47.82,17.790001,47.25,21.93,71.089996,32.379998,27.0,14.11,27.57,44.479997,119.470001,19.43,60.630001,43.299999,49.18,57.0,28.459999,71.41999799999999,32.68,24.549999,16.77,53.360001000000004,26.51,48.790001000000004,59.77,31.479876,51.799999,71.370003,9543.519531
12.399986,33.959998999999996,51.82,17.92,47.080002,21.879998999999998,71.0,32.33,27.01,14.19,27.549999,44.809996999999996,119.43,19.469998999999998,60.490002000000004,43.450001,49.439999,57.16,28.42,71.629997,32.869999,24.690001000000002,16.860001,53.060001,26.42,49.200001,60.009997999999996,31.049878000000003,51.240002000000004,70.860001,9580.629883
12.499986,34.240002000000004,51.040001000000004,17.98,46.709998999999996,22.0,70.68,32.559998,26.84,14.08,27.690001000000002,44.759997,118.220001,20.25,60.290001000000004,42.919998,49.060001,56.07,28.34,71.91999799999999,32.32,24.68,16.809998999999998,53.189999,26.209999,49.610001000000004,59.639998999999996,31.019878000000002,51.130001,70.120003,9544.200195
12.049986,33.82,49.669998,17.59,45.310001,21.6,69.940002,31.93,26.040001,13.9,27.290001,44.889998999999996,118.050003,20.32,60.439999,43.459998999999996,48.77,56.240002000000004,28.35,72.099998,32.43,24.65,16.700001,54.110001000000004,26.049999,50.419998,59.360001000000004,31.039877,50.869999,69.150002,9496.280273
11.589986999999999,31.98,48.77,16.459999,43.84,21.17,68.480003,31.049998,25.68,13.34,26.74,43.87,116.690002,19.719998999999998,59.939999,41.669998,48.529999,55.639998999999996,28.07,70.120003,31.790001,24.0,16.379998999999998,53.02,25.360001,49.259997999999996,59.060001,30.369878999999997,50.970001,68.410004,9310.599609
11.549987,31.950001,48.400002,16.27,43.509997999999996,21.549999,68.040001,31.059998999999998,25.4,13.2,26.530001000000002,44.249997,116.089996,19.469998999999998,59.759997999999996,40.860001000000004,49.799999,55.369999,28.01,70.58000200000001,30.809998999999998,23.860001,16.280001000000002,52.799999,25.370001000000002,49.150002,58.849998,30.139881,50.919998,68.18,9280.669922
12.009986,32.459998999999996,48.459998999999996,16.84,45.040001000000004,21.49,68.33000200000001,31.629998999999998,25.440001000000002,13.45,26.9,44.449996,116.33000200000001,19.42,59.689999,42.110001000000004,49.580002,55.57,27.99,71.019997,30.24,24.110001,16.08,52.869999,25.15,49.919998,59.650002,30.23988,51.740002000000004,68.260002,9344.610352
12.179986,32.84,49.150002,17.09,46.110001000000004,21.84,68.959999,31.709999,25.9,13.87,27.030001000000002,45.099998,117.459999,19.639999,60.32,42.34,49.950001,56.139998999999996,28.1,71.349998,30.700001,24.620001000000002,16.389999,52.860001000000004,25.51,50.119999,60.52,30.59988,51.68,69.18,9441.269531
12.599986,33.490002000000004,49.5,17.02,46.970001,21.92,70.480003,31.83,26.280001000000002,14.5,27.48,45.469999,117.160004,19.799999,60.57,42.540001000000004,50.41,56.220001,26.450001,71.690002,30.969998999999998,24.82,16.209999,54.200001,25.75,48.970001,60.380001,30.949877,51.400002,70.650002,9497.339844
12.809986,34.09,50.529999,17.040001,48.41,22.23,70.33000200000001,31.359999,26.950001,14.87,27.379998999999998,45.979999,116.760002,19.93,60.919998,42.860001000000004,50.630001,55.09,26.85,73.18,31.549999,24.780001000000002,16.17,53.759997999999996,25.940001000000002,49.139998999999996,61.240002000000004,30.889878999999997,51.110001000000004,70.5,9547.219727
12.839986,34.400002,50.490002000000004,17.219998999999998,48.689999,23.01,71.449997,32.09,28.360001,14.8,27.530001000000002,46.499999,117.66999799999999,19.76,60.66,43.02,50.580002,54.849998,26.190001000000002,74.389999,31.959999,25.0,16.34,56.040001000000004,26.559998999999998,48.52,61.950001,31.349877000000003,51.029999,70.650002,9627.480469
12.989985,34.169998,51.349998,16.969998999999998,48.529999,23.09,70.75,31.809998999999998,28.42,14.67,27.34,46.099996999999995,118.050003,19.51,60.419998,42.5,51.509997999999996,54.389998999999996,26.1,74.0,32.540001000000004,24.860001,16.25,55.639998999999996,26.66,48.41,61.990002000000004,31.259877000000003,50.720001,69.980003,9605.410156
12.939985,33.919998,50.970001,16.99,48.77,22.790001,71.040001,32.28,28.08,15.35,27.51,45.699999,118.879997,19.360001,60.34,43.75,52.16,54.23,26.110001,74.559998,32.889998999999996,25.0,16.360001,55.299999,26.530001000000002,48.990002000000004,61.560001,31.069877,50.380001,70.0,9626.799805
13.989984,34.650002,52.07,16.790001,51.700001,22.98,71.629997,33.149999,28.290001,16.0,27.41,45.639998,119.349998,19.549999,60.150002,43.189999,52.450001,54.98,26.08,74.68,32.700001,25.200001,16.209999,55.029999,26.700001,49.009997999999996,61.290001000000004,30.999877,49.93,69.489998,9683.410156
14.469984,35.84,52.360001000000004,17.25,52.619999,23.360001,72.449997,33.9,28.370001000000002,17.0,28.059998999999998,45.639998,121.82,19.65,60.189999,44.650002,52.669998,56.470001,26.27,75.379997,32.169998,25.200001,16.42,55.310001,26.540001,48.849998,61.950001,30.409878999999997,50.040001000000004,70.339996,9791.709961
14.049984,35.0,52.880001,17.610001,53.889998999999996,23.389999,71.970001,33.69,28.459999,16.66,27.92,45.709998999999996,121.879997,19.41,60.77,44.959998999999996,53.419998,56.459998999999996,26.52,74.889999,32.009997999999996,25.299999,16.32,55.529999,26.370001000000002,47.700001,62.52,29.509884000000003,49.959998999999996,69.839996,9783.919922
14.059982999999999,34.77,53.02,17.629998999999998,53.419998,23.4,72.639999,33.74,28.440001000000002,16.5,28.23,46.149997,122.110001,19.559998999999998,60.779999,44.950001,53.759997999999996,57.0,26.73,74.620003,31.879998999999998,25.26,16.51,57.32,27.049999,47.369999,62.82,29.589884,50.110001000000004,69.989998,9820.200195
13.939985,33.759997999999996,52.860001000000004,17.25,52.459998999999996,23.629998999999998,72.050003,33.78,28.0,16.76,28.139999,46.349996000000004,121.57,19.540001,60.669998,44.549999,53.0,56.139998999999996,26.75,74.540001,31.82,25.299999,16.639999,57.099998,26.870001000000002,47.790001000000004,62.669998,29.489883000000003,50.91,69.57,9778.860352
14.259984,33.970001,53.139998999999996,17.610001,54.34,23.41,72.629997,33.7,28.379998999999998,17.01,27.620001000000002,47.009997999999996,121.610001,19.530001000000002,61.080002,46.470001,52.849998,55.810001,26.49,74.970001,31.33,25.77,16.799999,57.240002000000004,26.5,47.59,63.23,29.509884000000003,50.990002000000004,69.83000200000001,9829.870117
14.139984,33.599998,52.369999,17.5,53.139998999999996,22.799999,71.370003,33.129999,28.08,17.0,27.35,46.929997,120.82,19.879998999999998,60.77,45.060001,52.580002,55.540001000000004,26.280001000000002,74.41999799999999,31.33,25.709999,16.43,57.25,27.129998999999998,47.290001000000004,62.740002000000004,29.879883000000003,50.400002,69.0,9748.549805
13.509985,33.849998,51.790001000000004,16.98,51.849998,22.65,70.709999,32.27,27.969998999999998,16.58,27.040001,46.869996,120.940002,19.540001,60.720001,44.369999,52.34,56.119999,26.379998999999998,74.099998,31.01,25.940001000000002,16.440001000000002,57.84,27.030001000000002,47.52,62.34,30.149881,50.700001,68.93,9707.44043
13.079985,33.07,51.52,16.6,51.200001,22.620001000000002,70.660004,31.739998999999997,27.620001000000002,16.370001000000002,26.85,47.019998,121.08000200000001,19.370001000000002,60.619999,43.650002,52.970001,56.950001,26.530001000000002,73.800003,31.25,25.549999,16.4,58.009997999999996,26.959999,47.75,61.540001000000004,29.939882,49.470001,68.699997,9665.19043
13.429984,34.41,53.07,17.219998999999998,52.18,23.610001,71.699997,32.679999,28.23,16.76,27.26,47.879999,119.33000200000001,19.74,61.27,44.810001,53.130001,57.169998,26.17,75.010002,32.029999,25.83,16.57,58.16,27.43,49.16,61.639998999999996,30.349881,49.5,69.589996,9789.360352
13.309985000000001,33.990002000000004,54.619999,17.16,51.599998,23.299999,70.910004,32.519998,27.940001000000002,16.709999,26.83,47.439996,118.809998,19.48,60.93,44.880001,53.310001,57.169998,26.02,73.940002,31.85,25.75,16.77,57.91,27.200001,48.959998999999996,61.310001,30.159879999999998,49.23,69.07,9742.200195
13.119985,33.900002,54.150002,16.92,51.330002,23.540001,70.43,32.14,27.459999,16.42,26.639999,47.209996999999994,119.610001,19.57,60.889998999999996,43.82,53.700001,57.07,26.27,73.800003,31.629998999999998,25.719998999999998,16.549999,57.919998,27.01,49.23,60.93,30.269880999999998,49.09,68.610001,9712.280273
12.919986,32.459998999999996,52.110001000000004,16.209999,49.450001,23.09,68.809998,30.6,27.360001,15.97,26.32,45.959998999999996,117.900002,18.9,59.810001,41.369999,53.119999,56.740002000000004,25.99,72.550003,31.18,24.879998999999998,16.309998999999998,56.619999,26.610001,48.77,59.990002000000004,30.009882,49.0,67.269997,9509.280273
