AA,AXP,BA,BAC,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,TRV,UNH,UTX,VZ,WMT,XOM,^DJI
8.93999,58.630001,73.480003,9.46,84.959999,18.85,114.089996,49.739996999999995,51.240002000000004,22.639999,60.860001000000004,14.569999,211.0,22.35,69.550003,42.830002,37.900002,94.089996,94.230003,47.169998,29.49,25.799999,69.0,35.400002,70.489998,56.880001,77.599998,44.080002,76.910004,92.379997,13551.780272999998
9.179988999999999,59.369999,73.629997,9.44,86.629997,18.709999,115.18,49.849999,52.290001000000004,22.91,61.389998999999996,14.72,200.630005,21.790001,71.0,43.32,37.740002000000004,93.68,94.809998,47.389998999999996,29.59,25.84,69.470001,35.720001,71.379997,55.990002000000004,78.540001,44.720001,77.029999,93.389999,13557.0
9.209989,57.610001000000004,74.260002,9.47,86.620003,18.610001,114.650002,50.419998,52.419998,22.809998999999998,61.799999,14.8,194.96000700000002,21.67,72.519997,43.009997999999996,37.84,92.860001,94.739998,47.959998999999996,29.5,26.040001,69.470001,36.02,73.940002,56.009997999999996,79.230003,45.779999,76.559998,93.480003,13548.94043
9.00999,56.860001000000004,74.010002,9.44,83.860001,18.040001,113.379997,49.34,51.900002,22.030001000000002,61.889998999999996,14.479999,193.360001,21.27,71.860001,42.32,37.400002,88.720001,92.940002,47.029999,28.639999,25.76,68.57,35.32,73.510002,55.66,77.989998,45.16,75.620003,92.150002,13343.509766
9.09999,56.740002000000004,73.699997,9.55,85.08000200000001,18.190001000000002,112.739998,49.759997,51.790001000000004,21.700001,62.040001000000004,14.709999,194.399994,21.459999,71.779999,42.09,37.23,88.449997,92.529999,46.48,28.0,25.6,68.5,35.259997999999996,73.989998,56.540001000000004,77.83000200000001,44.77,75.650002,92.190002,13345.889648
8.77999,55.380001,72.82,9.36,83.58000200000001,18.01,109.379997,45.249997,50.759997999999996,21.280001000000002,61.75,14.26,191.25,21.59,70.889999,41.330002,36.610001000000004,87.959999,88.730003,45.889998999999996,28.049999,25.190001000000002,67.440002,35.0,73.379997,56.18,77.07,44.07,74.760002,90.18,13102.530273
8.69999,55.23,72.709999,9.31,82.730003,17.379998999999998,109.709999,44.910001,50.650002,21.26,61.279999,14.04,190.720001,21.459999,70.739998,41.709998999999996,36.880001,87.279999,88.389999,45.880001,27.9,25.309998999999998,68.08000200000001,34.709998999999996,73.18,55.919998,77.900002,44.23,74.82,89.879997,13077.339844
8.729989999999999,55.439999,71.540001,9.24,83.529999,17.200001,110.959999,45.169996999999995,50.259997999999996,21.26,60.48,14.19,191.600006,21.690001000000002,71.139999,41.669998,37.09,87.33000200000001,87.809998,46.299999,27.879998999999998,25.610001,70.07,34.5,72.120003,56.209998999999996,77.290001,44.25,75.32,90.43,13103.679688
8.649989999999999,55.75,71.110001,9.12,84.25,17.290001,111.18,45.179999,50.080002,21.110001,60.040001000000004,14.089998999999999,193.270004,21.950001,70.900002,41.16,37.040001000000004,86.709999,88.029999,46.150002,28.209999,25.43,69.440002,34.630001,71.559998,55.779999,78.199997,44.73,75.110001,90.620003,13107.209961
8.569989999999999,55.970001,70.440002,9.32,84.809998,17.15,110.239998,44.519998,49.119999,21.059998999999998,61.380001,13.85,194.529999,21.629998999999998,70.82,41.68,37.18,86.800003,87.599998,45.630001,28.540001,24.870001000000002,69.239998,34.59,70.940002,56.0,78.160004,44.639998999999996,75.019997,91.16999799999999,13096.459961
8.749989999999999,56.849998,70.790001,9.74,87.650002,17.51,111.459999,44.999999,49.779999,21.34,62.259997999999996,13.999998999999999,197.149994,22.26,71.5,42.84,37.330002,86.800003,89.25,45.939999,29.52,24.549999,69.25,35.09,70.230003,56.950001,79.059998,45.139998999999996,73.449997,91.599998,13232.620117
8.649989999999999,56.709998999999996,70.050003,9.85,85.790001,17.35,108.370003,44.15,49.860001000000004,21.309998999999998,62.02,13.759998999999999,193.429993,22.059998999999998,70.900002,42.419998,37.080002,86.860001,88.970001,46.0,29.5,24.549999,69.190002,34.93,69.620003,56.049999,78.07,44.52,72.769997,90.269997,13093.160156
8.609991,56.360001000000004,70.410004,9.75,86.769997,17.4,109.190002,44.33,50.32,21.41,62.380001,14.009998999999999,194.139999,21.84,70.790001,42.27,36.77,87.459999,89.599998,45.669998,29.629998999999998,24.58,68.66999799999999,34.830002,69.110001,55.279999,77.900002,44.200001,73.139999,90.629997,13112.44043
8.739989999999999,57.189999,72.019997,9.94,88.08000200000001,17.48,110.360001,44.55,50.470001,21.59,62.619999,14.4,195.070007,21.73,71.010002,42.880001,37.419998,87.970001,90.860001,45.919998,29.860001,24.709999,68.93,34.799999,70.16999799999999,56.389998999999996,79.970001,44.299999,73.760002,91.610001,13245.679688
8.479989999999999,55.57,70.110001,9.23,85.019997,17.209999,107.510002,43.829999,50.080002,21.129998999999998,61.990002000000004,13.689998999999998,191.16000400000001,20.91,70.339996,40.48,36.720001,86.860001,89.379997,44.459998999999996,29.08,24.17,68.059998,33.639998999999996,68.709999,54.259997999999996,77.68,43.189999,73.110001,88.18,12932.730469
8.38999,55.560001,70.980003,9.39,83.660004,16.83,105.870003,43.26,50.040001000000004,20.889999,60.860001000000004,13.819999,190.100006,20.83,69.650002,40.400002,36.360001000000004,85.129997,88.550003,43.84,28.809998999999998,24.16,66.910004,33.200001,69.0,53.439999,76.160004,42.610001000000004,72.480003,87.07,12811.320312
8.42999,55.830002,73.25,9.43,84.949997,16.82,105.839996,43.340001,47.060001,21.0,60.959998999999996,13.609998999999998,189.639999,20.799999,69.870003,40.619999,36.290001000000004,84.739998,88.809998,44.049999,28.83,24.17,67.010002,33.540001000000004,68.980003,52.900002,75.839996,42.639998999999996,72.309998,87.209999,12815.389648
8.42999,55.52,73.690002,9.39,85.18,16.860001,105.93,43.129998,47.450001,20.889999,61.16,13.409999,189.25,20.77,69.68,40.580002,36.080002,84.879997,89.18,44.02,28.219998999999998,24.110001,67.08000200000001,33.869999,68.43,52.200001,76.949997,42.560001,72.480003,87.32,12815.080078
8.309989999999999,54.740002000000004,73.360001,9.33,83.260002,16.85,105.279999,42.909998,47.959998999999996,20.68,63.380001,13.139999,188.320007,20.280001000000002,69.510002,40.040001000000004,36.16,84.639999,89.08000200000001,43.68,27.09,24.049999,66.849998,33.950001,68.230003,52.189999,77.0,42.540001000000004,71.809998,86.470001,12756.179688
8.129991,53.650002,71.290001,8.99,81.099998,17.66,102.5,42.259999,47.169998,20.01,61.470001,13.139999,185.509995,19.959999,69.269997,39.290001000000004,36.009997999999996,84.620003,87.309998,43.049999,26.84,23.809998999999998,66.529999,33.779999,68.07,51.25,74.650002,42.240002000000004,71.309998,86.07,12570.950195
8.049991,53.639998999999996,71.040001,9.09,81.300003,17.940001000000002,101.620003,42.099999,47.470001,20.059998999999998,61.25,13.079999,185.850006,20.030001000000002,69.07,39.389998999999996,36.43,84.050003,88.019997,42.799999,26.66,23.66,66.32,33.419998,68.32,51.25,74.839996,41.700001,68.720001,86.139999,12542.379883
8.179991000000001,54.299999,70.769997,9.12,81.93,17.99,102.400002,41.950001,47.419998,20.15,62.119999,12.85,186.940002,20.190001000000002,69.190002,39.529999,36.560001,84.120003,88.5,43.07,26.52,23.860001,66.82,33.139998999999996,68.650002,51.900002,75.25,41.400002,68.029999,86.449997,12588.30957
8.33999,55.23,71.959999,9.49,83.620003,18.299999,104.349998,42.929998,47.91,20.66,63.330002,13.3,190.350006,20.25,69.25,40.59,37.240002000000004,85.040001,89.57,43.34,26.73,24.139999,67.91999799999999,33.82,69.540001,52.91,76.58000200000001,42.810001,69.019997,87.66999799999999,12795.959961
8.249991,55.860001000000004,72.540001,9.63,83.33000200000001,18.34,103.559998,42.8,48.439999,20.620001000000002,63.82,11.71,189.199997,19.51,69.66999799999999,40.700001,37.25,85.68,89.019997,43.560001,26.709999,24.280001000000002,68.300003,33.68,69.639999,53.139998999999996,76.690002,42.82,69.0,87.5,12788.509766
8.269991000000001,55.98,73.150002,9.77,83.050003,18.48,104.099998,42.419999,48.68,20.68,64.089996,11.939999,190.28999299999998,19.360001,69.589996,40.73,37.389998999999996,86.010002,88.940002,43.889998999999996,26.950001,24.35,68.470001,33.849998,70.220001,53.529999,77.33000200000001,43.16,68.889999,88.010002,12836.889648
8.349991000000001,56.509997999999996,73.739998,9.9,84.160004,18.84,105.470001,43.12,49.259997999999996,21.040001,64.82,12.44,193.490005,19.719998999999998,69.559998,41.09,37.93,87.050003,90.279999,44.279999,27.700001,24.530001000000002,69.589996,34.360001000000004,71.269997,53.919998,78.610001,43.759997999999996,70.199997,89.089996,13009.530273
8.309989999999999,55.689999,74.269997,9.84,84.650002,19.059998999999998,104.989998,43.349999,49.029999,21.059998999999998,64.66999799999999,12.739999000000001,192.880005,19.889999,69.089996,40.880001,37.360001000000004,86.239998,90.089996,44.200001,27.389999,24.49,69.480003,33.970001,70.860001,53.529999,78.68,43.299999,69.910004,88.620003,12967.370117
8.27999,54.439999,74.489998,9.66,84.010002,18.959999,103.379997,43.440001,48.599998,20.870001000000002,64.160004,12.36,191.229996,19.93,68.809998,40.75,37.419998,85.91999799999999,90.309998,43.880001,27.08,24.25,68.989998,33.619999,70.83000200000001,52.59,78.83000200000001,42.98,69.5,87.349998,12878.129883
8.399989999999999,55.509997999999996,74.089996,9.76,84.940002,18.83,105.58000200000001,43.24,49.200001,21.139999,64.83000200000001,12.729999000000001,191.979996,20.09,69.290001,40.830002,37.560001,86.519997,90.93,44.599998,27.360001,24.67,69.440002,33.619999,70.959999,52.75,79.800003,43.560001,70.559998,88.099998,12985.110352
8.399989999999999,55.919998,74.120003,9.83,86.25,19.01,105.790001,43.540001000000004,49.720001,21.129998999999998,64.239998,12.889999000000001,191.529999,19.530001000000002,69.220001,41.220001,37.970001,86.489998,90.650002,44.709998999999996,26.950001,24.85,69.5,33.93,71.18,54.360001000000004,79.760002,44.009997999999996,70.83000200000001,88.120003,13021.820312
8.409991,55.900002,74.279999,9.86,85.239998,18.91,105.690002,43.14,49.66,21.129998999999998,65.07,12.99,190.070007,19.57,69.730003,41.080002,37.919998,87.040001,90.949997,44.299999,26.620001000000002,25.02,69.83000200000001,34.130001,70.82,54.389998999999996,80.110001,44.119999,72.019997,88.139999,13025.580078
8.409991,55.990002000000004,74.019997,9.8,84.489998,19.030001000000002,104.660004,42.389996999999994,49.290001000000004,20.82,64.980003,12.869999,189.479996,19.540001,69.650002,40.810001,37.380001,87.059998,90.300003,44.439999,26.43,25.09,69.58000200000001,34.139998999999996,70.949997,53.889998999999996,79.800003,44.099998,71.339996,87.610001,12965.599609
8.419989999999999,55.84,74.050003,9.91,84.160004,19.17,103.959999,42.479999,49.299999,20.860001,64.239998,13.529998999999998,189.360001,19.969998999999998,69.860001,40.57,37.150002,87.199997,90.120003,44.400002,26.370001000000002,25.17,69.309998,33.919998,70.529999,53.540001000000004,80.139999,43.669998,72.120003,87.190002,12951.780273
8.569989999999999,56.400002,73.870003,10.46,86.050003,19.209999,105.16999799999999,42.62,49.59,21.23,64.019997,13.819999,188.649994,19.85,69.970001,41.200001,37.310001,86.970001,90.760002,44.389998999999996,26.67,25.639999,69.410004,33.91,74.0,53.84,80.230003,44.099998,71.650002,87.730003,13034.490234
8.569989999999999,56.119999,73.980003,10.46,85.949997,19.48,106.449997,42.869997999999995,49.060001,21.370001000000002,64.339996,13.829998999999999,189.699997,20.16,70.050003,41.470001,37.380001,88.089996,90.949997,44.509997999999996,26.73,25.610001,69.949997,33.650002,73.150002,53.650002,80.870003,44.450001,71.589996,88.0,13074.040039
8.499991,56.610001000000004,74.639999,10.64,86.989998,19.34,106.989998,43.18,49.240002000000004,21.459999,64.449997,13.939998999999998,191.949997,20.16,70.449997,42.560001,37.709998999999996,88.480003,91.510002,44.630001,26.459999,25.559998999999998,70.290001,33.740002000000004,73.389999,53.869999,80.989998,44.41,72.290001,88.599998,13155.129883
8.569989999999999,56.75,75.529999,10.57,87.230003,19.790001,106.959999,43.22,49.299999,21.389999,63.040001000000004,14.159999,192.619995,20.08,70.599998,42.310001,37.639998999999996,89.410004,91.870003,44.48,26.940001000000002,25.41,70.220001,33.73,73.339996,54.189999,81.010002,44.029999,72.150002,88.410004,13169.879883
8.67999,57.060001,75.82,10.51,87.33000200000001,19.780001000000002,107.739998,43.689999,49.48,21.51,62.889998999999996,14.26,194.199997,20.65,71.099998,42.639998999999996,37.860001000000004,89.620003,93.68,45.189999,27.32,25.639999,70.660004,34.150002,73.43,54.759997999999996,81.190002,44.439999,70.889999,88.989998,13248.44043
8.649989999999999,57.669998,75.470001,10.61,87.949997,19.73,108.08000200000001,44.299997999999995,49.639998999999996,21.780001000000002,62.93,14.53,192.949997,20.67,70.959999,42.77,37.639998999999996,89.309998,93.120003,45.259997999999996,27.24,25.51,70.760002,34.490002000000004,73.309998,55.25,81.0,44.790001000000004,68.940002,89.449997,13245.450195
8.58999,57.720001,74.32,10.54,88.360001,19.74,107.910004,43.979997,49.110001000000004,21.620001000000002,62.41,14.499998999999999,191.990005,20.49,70.75,42.779999,37.599998,89.16999799999999,92.5,43.950001,27.110001,25.33,70.129997,34.32,73.230003,54.380001,80.370003,44.52,69.040001,88.58000200000001,13170.719727
8.739989999999999,56.650002,74.019997,10.58,89.0,19.860001,107.82,44.09,48.669998,21.620001000000002,62.060001,14.749998999999999,191.759995,20.530001000000002,70.690002,42.810001,37.66,88.879997,92.279999,43.540001000000004,26.809998999999998,25.18,69.93,34.009997999999996,73.370003,54.049999,79.980003,44.209998999999996,68.75,88.08000200000001,13135.009766
8.749989999999999,57.27,74.650002,11.0,89.639999,20.110001,108.68,44.63,49.279999,21.93,63.310001,14.209999,193.619995,20.57,70.940002,43.48,37.5,89.910004,93.029999,43.630001,27.1,25.360001,69.93,34.23,74.190002,54.360001000000004,79.989998,44.119999,69.199997,88.870003,13235.389648
8.909989999999999,57.82,75.519997,11.36,90.769997,20.379998999999998,110.099998,44.890001,50.220001,21.690001000000002,63.0,14.53,195.690002,20.959999,70.949997,43.869999,37.279999,90.519997,93.849998,44.240002000000004,27.559998999999998,25.639999,69.970001,34.34,74.33000200000001,54.950001,82.230003,43.869999,69.5,89.559998,13350.959961
8.639991,56.790001000000004,75.510002,11.19,90.790001,20.27,109.910004,44.85,49.939999,21.01,61.77,14.38,195.080002,21.1,70.629997,43.529999,36.779999,89.709999,93.019997,43.66,27.309998999999998,25.35,69.339996,33.91,73.43,54.490002000000004,83.029999,43.380001,68.519997,88.440002,13251.969727
8.69999,57.400002,76.199997,11.52,89.5,20.24,110.379997,45.329997,50.93,21.049999,61.970001,14.429998999999999,194.770004,21.030001000000002,70.75,44.529999,37.049999,90.040001,94.129997,42.16,27.68,25.43,69.82,34.169998,73.82,55.459998999999996,83.16999799999999,43.810001,69.0,88.889999,13311.719727
8.569989999999999,57.650002,76.16999799999999,11.29,87.900002,19.959999,109.709999,44.930001000000004,50.0,20.879998999999998,61.32,14.339998999999999,193.419998,20.77,70.269997,44.0,36.889998999999996,90.18,93.099998,41.52,27.450001,25.08,68.720001,33.669998,72.82,55.029999,82.540001,43.57,68.650002,87.230003,13190.839844
8.61999,57.529999,75.970001,11.25,87.480003,19.83,108.629997,44.839998,49.880001,20.82,61.57,14.009998999999999,192.399994,20.639999,70.019997,43.919998,36.73,89.290001,93.190002,41.419998,27.059998999999998,25.08,68.519997,33.740002000000004,72.360001,54.849998,82.239998,43.540001000000004,68.57,86.91999799999999,13138.929688
8.729989999999999,57.130001,76.019997,11.54,87.66999799999999,19.92,108.459999,45.090001,49.849998,20.77,61.139998999999996,14.12,191.949997,20.65,70.16999799999999,43.959998999999996,36.419998,88.739998,93.07,41.34,26.860001,25.24,68.0,33.779999,72.269997,54.220001,82.110001,43.450001,67.989998,87.07,13114.589844
8.61999,56.689999,75.83000200000001,11.47,87.660004,19.65,108.519997,45.070001,49.529999,20.690001000000002,61.07,14.04,192.71000700000002,20.51,70.089996,43.630001,36.419998,88.720001,92.639999,41.200001,26.959999,25.139999,67.970001,33.66,71.82,54.439999,82.07,43.48,68.190002,86.860001,13096.30957
8.499991,56.669998,74.690002,11.36,86.809998,19.450001,106.449997,44.71,49.150002,20.440001000000002,60.650002,13.679998999999999,189.830002,20.23,69.480003,43.240002000000004,35.970001,87.58000200000001,91.779999,40.639998999999996,26.549999,24.889999,67.150002,33.32,71.239998,53.860001000000004,80.809998,42.900002,67.610001,85.099998,12938.110352
8.67999,57.48,75.360001,11.61,89.610001,19.65,108.139999,44.979999,49.790001000000004,20.99,61.849998,14.25,191.550003,20.620001000000002,70.099998,43.970001,36.25,88.209999,92.849998,40.939999,26.709999,25.08,67.889999,33.709998999999996,71.82,54.240002000000004,82.010002,43.27,68.230003,86.550003,13104.139648
8.989989999999999,58.75,77.07,12.03,93.5,20.34,110.389999,45.869997999999995,51.099998,21.34,63.48,15.019998999999999,196.350006,21.379998999999998,70.839996,44.66,37.599998,90.120003,94.779999,41.34,27.620001000000002,25.91,69.389999,35.0,72.860001,54.540001000000004,84.0,44.27,69.239998,88.709999,13412.549805
9.069989999999999,59.0,77.470001,11.96,94.400002,20.450001,109.91999799999999,45.289997,51.209998999999996,21.1,63.299999,15.139999,195.270004,21.32,70.739998,44.57,37.599998,90.629997,94.66999799999999,42.330002,27.25,25.85,68.949997,35.02,73.41999799999999,51.990002000000004,84.309998,44.060001,68.800003,88.550003,13391.360352
9.259989,59.610001000000004,77.690002,12.11,94.91999799999999,20.48,110.5,45.729997999999995,52.189999,21.200001,63.18,15.139999,193.990005,21.16,71.550003,45.360001000000004,37.66,89.849998,95.370003,41.970001,26.74,25.959999,69.089996,35.23,74.059998,52.09,84.980003,44.299999,69.059998,88.959999,13435.209961000002
9.09999,59.860001000000004,76.129997,12.09,95.209999,20.290001,109.75,45.8,50.970001,21.129998999999998,62.84,15.169998999999999,193.139999,21.25,71.400002,45.41,37.299999,90.910004,95.489998,42.119999,26.690001000000002,25.98,68.620003,35.389998999999996,73.059998,52.09,84.57,44.689999,68.400002,87.93,13384.290039
9.09999,60.200001,74.129997,11.98,94.0,20.309998999999998,109.260002,46.049997999999995,50.759997999999996,20.9,63.220001,15.39,192.869995,21.09,71.410004,45.5,37.040001000000004,90.940002,95.5,42.18,26.549999,26.02,68.510002,34.349998,73.190002,51.400002,83.550003,43.099998,68.589996,88.480003,13328.849609
9.079989999999999,60.259997999999996,76.760002,11.43,94.440002,20.299999,109.540001,46.440001,50.779999,20.950001,63.169998,15.849998999999999,192.320007,21.450001,71.730003,45.470001,37.029999,90.809998,96.410004,42.59,26.700001,26.469998999999998,68.879997,34.240002000000004,73.940002,52.369999,84.550003,43.0,68.57,88.139999,13390.509766
8.96999,60.790001000000004,77.089996,11.78,95.08000200000001,20.440001000000002,110.470001,46.2,50.790001000000004,21.17,63.619999,16.28,192.880005,21.799999,72.190002,46.150002,36.959998999999996,91.400002,96.889999,42.779999,26.459999,26.76,69.269997,34.369999,74.449997,53.110001000000004,84.970001,43.59,68.360001,89.099998,13471.219727000002
8.93999,61.240002000000004,75.160004,11.63,95.190002,20.48,111.730003,46.149998,50.580002,21.129998999999998,63.700001,16.159999,194.449997,22.0,72.349998,46.139998999999996,36.91,91.730003,96.279999,43.23,26.83,26.52,69.220001,34.27,74.849998,52.82,85.18,43.299999,68.629997,89.610001,13488.429688
8.919989,61.209998999999996,76.550003,11.47,94.629997,20.969998999999998,112.849998,46.269998,50.59,21.120001000000002,63.48,16.95,192.619995,22.0,72.559998,45.880001,36.990002000000004,91.529999,97.08000200000001,43.34,26.889999,26.74,69.629997,34.02,74.949997,53.360001000000004,85.800003,42.59,68.300003,89.58000200000001,13507.320312
8.919989,60.759997999999996,76.940002,11.55,95.66999799999999,20.98,113.440002,46.249998,51.09,21.200001,63.950001,16.53,192.5,21.879998999999998,72.370003,46.349998,37.32,91.510002,97.290001,42.869999,27.209999,26.620001000000002,69.879997,33.759997999999996,75.559998,53.619999,85.959999,41.970001,68.980003,89.529999,13534.889647999998
8.87999,60.619999,74.339996,11.78,95.190002,21.030001000000002,113.970001,45.969998,51.529999,21.120001000000002,63.860001000000004,17.21,192.58999599999999,22.110001,72.58000200000001,46.82,37.32,91.099998,97.599998,42.540001000000004,27.040001,26.610001,69.339996,33.259997999999996,75.550003,53.66,85.57,41.509997999999996,69.209999,89.470001,13511.230469
8.93999,60.740002000000004,75.260002,11.28,95.699997,20.950001,114.739998,46.36,52.41,21.299999,65.050003,17.109999,193.649994,22.68,72.900002,46.439999,37.509997999999996,91.760002,98.08000200000001,42.75,27.25,26.83,69.66999799999999,33.200001,75.900002,54.400002,86.400002,42.130001,68.849998,90.199997,13596.019531
8.999989999999999,59.779999,75.040001,11.14,97.620003,21.02,115.239998,46.989999,52.34,22.040001,65.470001,17.109999,194.470001,21.25,73.230003,46.459998999999996,37.700001,92.260002,98.739998,42.98,27.25,26.540001,69.940002,33.439999,76.309998,54.560001,86.949997,42.540001000000004,69.199997,90.800003,13649.700195
9.199989,59.400002,74.160004,11.35,97.720001,20.870001000000002,115.910004,47.819998,52.73,22.01,65.75,17.249999,196.080002,21.17,72.690002,46.540001000000004,37.130001,92.949997,99.33000200000001,43.200001,27.15,26.68,69.949997,33.610001000000004,77.949997,56.02,87.470001,42.939999,69.58000200000001,90.91999799999999,13712.209961000002
9.149989,58.93,74.290001,11.42,96.849998,20.620001000000002,115.010002,47.499998,53.950001,21.940001000000002,66.459999,17.01,204.720001,21.110001,72.849998,46.23,37.130001,93.480003,99.489998,42.82,27.610001,26.65,70.690002,33.779999,77.639999,55.91,88.07,42.790001000000004,69.489998,90.699997,13779.330078
9.03999,59.299999,75.32,11.53,96.599998,21.02,115.5,48.070001,53.950001,22.049999,67.349998,17.01,204.419998,20.950001,73.099998,46.369999,37.110001000000004,93.309998,99.66999799999999,43.0,27.629998999999998,26.85,70.41999799999999,33.75,78.089996,56.220001,88.91999799999999,42.59,69.790001,91.349998,13825.330078
9.029989,59.5,75.029999,11.62,95.58000200000001,21.15,116.199997,48.329997,54.380001,22.290001,67.82,16.989998999999997,204.970001,20.959999,73.91999799999999,47.16,37.049999,93.720001,100.589996,43.459998999999996,27.879998999999998,27.0,73.25,34.02,78.349998,56.040001000000004,89.790001,42.669998,69.0,91.730003,13895.980469
